year,month,period,importer_state,urf_code,urf_name,pairs,kg_net,fob_usd,freight_usd,insurance_usd,cif_usd_proxy,avg_fob_usd_pair,kg_per_pair,fob_usd_per_kg,source_rows
2006,7,2006-07-01,SC,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,245,189,3157,897,33,4087,12.885714,0.771429,16.703704,2
2006,7,2006-07-01,SP,0717600,0717600 - PORTO DO RIO DE JANEIRO,9696,9568,31027,2600,0,33627,3.199979,0.986799,3.242788,1
2006,7,2006-07-01,SP,0717800,0717800 - PORTO DE ITAGUAI,17016,13247,62865,5556,0,68421,3.694464,0.778503,4.745603,2
2006,7,2006-07-01,SP,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,720,697,11048,12748,46,23842,15.344444,0.968056,15.850789,4
2006,7,2006-07-01,SP,0817800,0817800 - PORTO DE SANTOS,120441,102410,2164092,69590,785,2234467,17.968067,0.850292,21.131647,6
2006,8,2006-08-01,AM,0227600,0227600 - PORTO DE MANAUS,45,22,1174,23,0,1197,26.088889,0.488889,53.363636,2
2006,8,2006-08-01,BA,0517600,0517600 - PORTO DE SALVADOR,975,195,5875,283,0,6158,6.025641,0.2,30.128205,1
2006,8,2006-08-01,MG,0717600,0717600 - PORTO DO RIO DE JANEIRO,5808,5472,34480,2082,0,36562,5.936639,0.942149,6.30117,1
2006,8,2006-08-01,MG,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,120,120,2625,1019,0,3644,21.875,1.0,21.875,1
2006,8,2006-08-01,MG,0817800,0817800 - PORTO DE SANTOS,5580,5100,60902,2397,87,63386,10.914337,0.913978,11.941569,2
2006,8,2006-08-01,PB,0417800,0417800 - PORTO DE SUAPE,68856,44785,1036915,37729,1873,1076517,15.059181,0.650415,23.153176,1
2006,8,2006-08-01,PB,0817700,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,54,45,313,1190,3,1506,5.796296,0.833333,6.955556,1
2006,8,2006-08-01,PB,0817800,0817800 - PORTO DE SANTOS,32292,25388,202589,13066,443,216098,6.273659,0.786201,7.979715,2
2006,8,2006-08-01,RJ,0717600,0717600 - PORTO DO RIO DE JANEIRO,24,12,85,2,0,87,3.541667,0.5,7.083333,1
2006,8,2006-08-01,RS,1010500,1010500 - RIO GRANDE,55464,50594,1584565,31317,1373,1617255,28.569252,0.912195,31.319228,3
2006,8,2006-08-01,RS,1017600,1017600 - AEROPORTO SALGADO FILHO - PORTO ALEGRE,151,101,5562,1286,15,6863,36.834437,0.668874,55.069307,5
2006,8,2006-08-01,SC,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,8,6,334,38,3,375,41.75,0.75,55.666667,1
2006,8,2006-08-01,SC,0920600,0920600 - ITAJAI,7,21,912,37,0,949,130.285714,3.0,43.428571,1
2006,8,2006-08-01,SC,0927700,0927700 - PORTO DE SAO FRANCISCO DO SUL,6278,4286,76256,3087,711,80054,12.146543,0.682701,17.791881,3
2006,8,2006-08-01,SP,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,4425,4187,103167,23748,9,126924,23.314576,0.946215,24.639838,2
2006,8,2006-08-01,SP,0817800,0817800 - PORTO DE SANTOS,163564,136741,2832275,94004,1073,2927352,17.316005,0.836009,20.712698,8
2006,8,2006-08-01,SP,0920600,0920600 - ITAJAI,5000,6619,17541,1788,0,19329,3.5082,1.3238,2.650098,1
2006,9,2006-09-01,BA,1017600,1017600 - AEROPORTO SALGADO FILHO - PORTO ALEGRE,264,211,1766,2957,0,4723,6.689394,0.799242,8.369668,1
2006,9,2006-09-01,ES,0727600,0727600 - PORTO DE VITORIA,252,398,5985,317,19,6321,23.75,1.579365,15.037688,1
2006,9,2006-09-01,PB,0417700,0417700 - AEROPORTO GUARARAPES,595,340,3169,5267,12,8448,5.32605,0.571429,9.320588,1
2006,9,2006-09-01,PB,0417800,0417800 - PORTO DE SUAPE,88010,55762,1627426,54407,3198,1685031,18.491376,0.633587,29.185216,2
2006,9,2006-09-01,PB,0817800,0817800 - PORTO DE SANTOS,42192,25698,204476,16924,456,221856,4.846322,0.609073,7.956884,2
2006,9,2006-09-01,RS,0910700,0910700 - PARANAGUA,504,445,15009,658,14,15681,29.779762,0.882937,33.72809,1
2006,9,2006-09-01,RS,1010500,1010500 - RIO GRANDE,9408,8894,261565,7634,243,269442,27.802402,0.945366,29.409152,1
2006,9,2006-09-01,RS,1017600,1017600 - AEROPORTO SALGADO FILHO - PORTO ALEGRE,39,31,1207,550,0,1757,30.948718,0.794872,38.935484,1
2006,9,2006-09-01,SC,0920600,0920600 - ITAJAI,482,373,1874,1541,15,3430,3.887967,0.773859,5.024129,1
2006,9,2006-09-01,SC,0927700,0927700 - PORTO DE SAO FRANCISCO DO SUL,6042,3714,77212,2866,724,80802,12.779212,0.614697,20.789445,1
2006,9,2006-09-01,SP,0717600,0717600 - PORTO DO RIO DE JANEIRO,15372,13260,93475,6756,313,100544,6.080861,0.862607,7.049397,2
2006,9,2006-09-01,SP,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,1206,1206,22600,7153,5,29758,18.739635,1.0,18.739635,1
2006,9,2006-09-01,SP,0817800,0817800 - PORTO DE SANTOS,63176,50431,1028847,39684,771,1069302,16.285409,0.798262,20.401083,8
2006,10,2006-10-01,BA,1010500,1010500 - RIO GRANDE,7200,5760,47124,4360,392,51876,6.545,0.8,8.18125,1
2006,10,2006-10-01,MG,0817800,0817800 - PORTO DE SANTOS,5054,4446,109138,2321,0,111459,21.594381,0.879699,24.547458,1
2006,10,2006-10-01,PB,0417800,0417800 - PORTO DE SUAPE,32160,19603,313962,22362,585,336909,9.7625,0.609546,16.016018,1
2006,10,2006-10-01,PB,0817800,0817800 - PORTO DE SANTOS,66780,54710,415007,31225,913,447145,6.21454,0.819257,7.585579,2
2006,10,2006-10-01,PR,0910600,0910600 - FOZ DO IGUACU,3204,2564,13386,187,0,13573,4.177903,0.80025,5.220749,1
2006,10,2006-10-01,RS,1010500,1010500 - RIO GRANDE,102,66,674,55,0,729,6.607843,0.647059,10.212121,1
2006,10,2006-10-01,SC,0920600,0920600 - ITAJAI,4974,6280,35546,3400,85,39031,7.146361,1.262565,5.660191,2
2006,10,2006-10-01,SP,0717600,0717600 - PORTO DO RIO DE JANEIRO,9708,9579,31066,2800,0,33866,3.200041,0.986712,3.243136,1
2006,10,2006-10-01,SP,0717800,0717800 - PORTO DE ITAGUAI,11484,11608,56515,7050,0,63565,4.921195,1.010798,4.868625,1
2006,10,2006-10-01,SP,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,2238,1948,69317,6726,349,76392,30.972744,0.87042,35.583676,4
2006,10,2006-10-01,SP,0817700,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,1928,646,32686,2484,0,35170,16.95332,0.335062,50.597523,8
2006,10,2006-10-01,SP,0817800,0817800 - PORTO DE SANTOS,163057,135492,2615408,94104,1646,2711158,16.039839,0.830949,19.303044,9
2006,10,2006-10-01,SP,1010900,1010900 - URUGUAIANA,5568,5935,77451,703,0,78154,13.910022,1.065912,13.049874,1
2006,11,2006-11-01,BA,1010500,1010500 - RIO GRANDE,3600,2880,25128,2458,224,27810,6.98,0.8,8.725,1
2006,11,2006-11-01,ES,0727600,0727600 - PORTO DE VITORIA,7200,4440,23115,2586,129,25830,3.210417,0.616667,5.206081,1
2006,11,2006-11-01,PB,0417800,0417800 - PORTO DE SUAPE,117580,58790,2133205,76557,4421,2214183,18.142584,0.5,36.285168,1
2006,11,2006-11-01,PB,0817800,0817800 - PORTO DE SANTOS,90410,67428,870238,43083,1791,915112,9.625462,0.745802,12.906181,2
2006,11,2006-11-01,RS,1010500,1010500 - RIO GRANDE,3148,2860,121355,2367,95,123817,38.549873,0.908513,42.431818,1
2006,11,2006-11-01,SC,0920600,0920600 - ITAJAI,11528,12915,53708,5753,113,59574,4.658917,1.120316,4.158575,2
2006,11,2006-11-01,SP,0717600,0717600 - PORTO DO RIO DE JANEIRO,15120,15582,66528,7512,0,74040,4.4,1.030556,4.269542,1
2006,11,2006-11-01,SP,0717800,0717800 - PORTO DE ITAGUAI,1824,1377,111648,650,10,112308,61.210526,0.754934,81.08061,1
2006,11,2006-11-01,SP,0817700,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,411,144,6869,513,0,7382,16.712895,0.350365,47.701389,8
2006,11,2006-11-01,SP,0817800,0817800 - PORTO DE SANTOS,30416,26138,583521,16267,440,600228,19.184673,0.85935,22.324623,5
2006,12,2006-12-01,PB,0417700,0417700 - AEROPORTO GUARARAPES,330,215,1735,3220,10,4965,5.257576,0.651515,8.069767,1
2006,12,2006-12-01,PB,0817800,0817800 - PORTO DE SANTOS,51852,29797,244051,18436,538,263025,4.706684,0.574655,8.190455,2
2006,12,2006-12-01,SC,0920600,0920600 - ITAJAI,9000,8633,39600,2720,0,42320,4.4,0.959222,4.58705,1
2006,12,2006-12-01,SP,0717600,0717600 - PORTO DO RIO DE JANEIRO,20844,23277,95105,10800,0,105905,4.562704,1.116724,4.085793,1
2006,12,2006-12-01,SP,0717700,0717700 - AEROPORTO INTERNACIONAL DO RIO DE JANEIRO,78,88,725,343,0,1068,9.294872,1.128205,8.238636,1
2006,12,2006-12-01,SP,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,43,32,1047,372,0,1419,24.348837,0.744186,32.71875,2
2006,12,2006-12-01,SP,0817700,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,1089,405,19716,2622,3,22341,18.104683,0.371901,48.681481,8
2006,12,2006-12-01,SP,0817800,0817800 - PORTO DE SANTOS,137361,108373,2273461,76255,573,2350289,16.550993,0.788965,20.978113,10
2007,1,2007-01-01,BA,0517600,0517600 - PORTO DE SALVADOR,4416,621,88475,1420,372,90267,20.0351,0.140625,142.47182,1
2007,1,2007-01-01,BA,1010500,1010500 - RIO GRANDE,6334,6346,44492,4120,0,48612,7.024313,1.001895,7.011031,1
2007,1,2007-01-01,BA,1017600,1017600 - AEROPORTO SALGADO FILHO - PORTO ALEGRE,318,231,1725,2721,0,4446,5.424528,0.726415,7.467532,1
2007,1,2007-01-01,ES,0727600,0727600 - PORTO DE VITORIA,192,230,6102,1109,26,7237,31.78125,1.197917,26.530435,1
2007,1,2007-01-01,MG,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,62,49,1415,770,15,2200,22.822581,0.790323,28.877551,1
2007,1,2007-01-01,MG,0817800,0817800 - PORTO DE SANTOS,2300,2017,53912,962,0,54874,23.44,0.876957,26.728805,1
2007,1,2007-01-01,PB,0817700,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,1248,749,35194,14670,251,50115,28.200321,0.60016,46.987984,1
2007,1,2007-01-01,RS,1010500,1010500 - RIO GRANDE,13920,13138,174616,9570,489,184675,12.544253,0.943822,13.290912,2
2007,1,2007-01-01,RS,1017600,1017600 - AEROPORTO SALGADO FILHO - PORTO ALEGRE,308,267,7251,3280,20,10551,23.542208,0.866883,27.157303,4
2007,1,2007-01-01,SC,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,18,12,481,238,12,731,26.722222,0.666667,40.083333,2
2007,1,2007-01-01,SC,0920600,0920600 - ITAJAI,12660,13406,76362,4114,115,80591,6.031754,1.058926,5.696106,2
2007,1,2007-01-01,SP,0717600,0717600 - PORTO DO RIO DE JANEIRO,9708,9579,31066,3500,0,34566,3.200041,0.986712,3.243136,1
2007,1,2007-01-01,SP,0817700,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,7289,4274,119073,52409,397,171879,16.335986,0.586363,27.85985,11
2007,1,2007-01-01,SP,0817800,0817800 - PORTO DE SANTOS,28820,23707,545052,19980,402,565434,18.912283,0.822588,22.991184,8
2007,1,2007-01-01,SP,1010900,1010900 - URUGUAIANA,1758,1303,26335,393,0,26728,14.980091,0.741183,20.211051,1
2007,2,2007-02-01,ES,0727600,0727600 - PORTO DE VITORIA,3792,4188,102164,3806,381,106351,26.941983,1.10443,24.39446,2
2007,2,2007-02-01,MG,0817800,0817800 - PORTO DE SANTOS,10941,11031,137787,7173,193,145153,12.593639,1.008226,12.490889,3
2007,2,2007-02-01,PA,0217600,0217600 - PORTO DE BELEM,40464,24365,166961,16130,0,183091,4.126162,0.60214,6.852493,1
2007,2,2007-02-01,PB,0417700,0417700 - AEROPORTO GUARARAPES,300,208,1795,4266,12,6073,5.983333,0.693333,8.629808,1
2007,2,2007-02-01,PB,0417800,0417800 - PORTO DE SUAPE,41160,27120,821642,28308,1483,851433,19.962148,0.658892,30.296534,2
2007,2,2007-02-01,PB,0817700,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,522,313,11319,4739,33,16091,21.683908,0.599617,36.162939,1
2007,2,2007-02-01,PB,0817800,0817800 - PORTO DE SANTOS,231030,170995,1318345,103019,2916,1424280,5.70638,0.740142,7.709845,2
2007,2,2007-02-01,RJ,0717600,0717600 - PORTO DO RIO DE JANEIRO,5000,4229,40500,3500,0,44000,8.1,0.8458,9.576732,1
2007,2,2007-02-01,RS,1010900,1010900 - URUGUAIANA,9240,6853,13812,452,0,14264,1.494805,0.741667,2.015468,1
2007,2,2007-02-01,SC,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,84,72,2335,1600,49,3984,27.797619,0.857143,32.430556,3
2007,2,2007-02-01,SC,0920600,0920600 - ITAJAI,380,791,9015,1977,0,10992,23.723684,2.081579,11.396966,1
2007,2,2007-02-01,SC,0927700,0927700 - PORTO DE SAO FRANCISCO DO SUL,4944,3338,53874,2126,503,56503,10.896845,0.675162,16.139605,1
2007,2,2007-02-01,SP,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,1596,1425,43547,8321,218,52086,27.285088,0.892857,30.559298,1
2007,2,2007-02-01,SP,0817700,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,3376,2290,50943,30488,164,81595,15.089751,0.678318,22.245852,2
2007,2,2007-02-01,SP,0817800,0817800 - PORTO DE SANTOS,258559,219843,4679845,169970,802,4850617,18.099718,0.850262,21.287214,8
2007,3,2007-03-01,BA,0517600,0517600 - PORTO DE SALVADOR,29844,20798,79417,13982,61,93460,2.661071,0.69689,3.818492,1
2007,3,2007-03-01,BA,1010500,1010500 - RIO GRANDE,30300,27002,161801,16927,0,178728,5.339967,0.891155,5.992186,2
2007,3,2007-03-01,ES,0727600,0727600 - PORTO DE VITORIA,1032,949,26391,3649,108,30148,25.572674,0.919574,27.809273,1
2007,3,2007-03-01,ES,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,531,481,3050,6389,0,9439,5.743879,0.905838,6.340956,2
2007,3,2007-03-01,MG,0717600,0717600 - PORTO DO RIO DE JANEIRO,3600,3600,21060,1900,134,23094,5.85,1.0,5.85,1
2007,3,2007-03-01,MG,0817800,0817800 - PORTO DE SANTOS,1000,815,20353,494,0,20847,20.353,0.815,24.973006,1
2007,3,2007-03-01,PB,0417700,0417700 - AEROPORTO GUARARAPES,1150,666,17856,13131,62,31049,15.526957,0.57913,26.810811,2
2007,3,2007-03-01,PB,0417800,0417800 - PORTO DE SUAPE,87456,57662,1641831,60882,2967,1705680,18.773223,0.659326,28.473362,2
2007,3,2007-03-01,PB,0817800,0817800 - PORTO DE SANTOS,74988,51200,442576,37917,984,481477,5.901958,0.682776,8.644063,1
2007,3,2007-03-01,RJ,0717600,0717600 - PORTO DO RIO DE JANEIRO,8,0,18,0,0,18,2.25,0.0,,1
2007,3,2007-03-01,RS,1010500,1010500 - RIO GRANDE,3780,3436,72973,3538,64,76575,19.305026,0.908995,21.237776,2
2007,3,2007-03-01,SC,0717700,0717700 - AEROPORTO INTERNACIONAL DO RIO DE JANEIRO,217,259,11015,2219,0,13234,50.760369,1.193548,42.528958,1
2007,3,2007-03-01,SC,0817800,0817800 - PORTO DE SANTOS,432,248,16644,610,156,17410,38.527778,0.574074,67.112903,1
2007,3,2007-03-01,SP,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,2342,1839,33217,19493,168,52878,14.183177,0.785226,18.062534,3
2007,3,2007-03-01,SP,0817700,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,1397,456,23328,1745,0,25073,16.69864,0.326414,51.157895,8
2007,3,2007-03-01,SP,0817800,0817800 - PORTO DE SANTOS,83562,64783,1134374,43812,910,1179096,13.575238,0.775269,17.510365,7
2007,3,2007-03-01,SP,1010252,1010252 - JAGUARAO,906,748,19336,273,0,19609,21.342163,0.825607,25.850267,1
