year,month,period,importer_state,urf_code,urf_name,pairs,kg_net,fob_usd,freight_usd,insurance_usd,cif_usd_proxy,avg_fob_usd_pair,kg_per_pair,fob_usd_per_kg,source_rows
1997,1,1997-01-01,ES,0727600,0727600 - PORTO DE VITORIA,11982,13642,141529,6800,708,149037,11.811801,1.138541,10.374505,1
1997,1,1997-01-01,PR,0910600,0910600 - FOZ DO IGUACU,158,1280,9480,400,0,9880,60.0,8.101266,7.40625,1
1997,1,1997-01-01,SP,0817800,0817800 - PORTO DE SANTOS,33104,29656,865830,33427,6051,905308,26.154845,0.895843,29.195778,4
1997,1,1997-01-01,SP,1010900,1010900 - URUGUAIANA,100348,75166,2854122,22759,27572,2904453,28.442241,0.749053,37.970918,1
1997,2,1997-02-01,AM,0117600,0117600 - AEROPORTO INTERNACIONAL DE BRASILIA,630,623,7378,1482,0,8860,11.711111,0.988889,11.842697,1
1997,2,1997-02-01,AM,0227600,0227600 - PORTO DE MANAUS,31122,33462,297845,18819,0,316664,9.57024,1.075188,8.900992,8
1997,2,1997-02-01,AP,0210100,0210100 - BELEM,348,107,2502,184,0,2686,7.189655,0.307471,23.383178,1
1997,2,1997-02-01,AP,0240100,0240100 - MACAPA,9924,18150,40391,8265,0,48656,4.070032,1.8289,2.225399,2
1997,2,1997-02-01,CE,0317600,0317600 - PORTO DE FORTALEZA,4704,5328,60347,5341,776,66464,12.828869,1.132653,11.326389,2
1997,2,1997-02-01,CE,0817800,0817800 - PORTO DE SANTOS,12000,6414,109176,8850,576,118602,9.098,0.5345,17.021515,1
1997,2,1997-02-01,ES,0727600,0727600 - PORTO DE VITORIA,33810,26753,350095,20300,888,371283,10.354777,0.791275,13.086196,2
1997,2,1997-02-01,PR,0910151,0910151 - SAO JOSE DOS PINHAIS,2,2,4,4,0,8,2.0,1.0,2.0,1
1997,2,1997-02-01,PR,0915100,0915100 - ANTONINA,14,19330,38800,3200,0,42000,2771.428571,1380.714286,2.007243,1
1997,2,1997-02-01,RJ,0717700,0717700 - AEROPORTO INTERNACIONAL DO RIO DE JANEIRO,191,153,2197,955,0,3152,11.502618,0.801047,14.359477,2
1997,2,1997-02-01,RO,0250151,0250151 - GUAJARA-MIRIM,48,30,432,14,0,446,9.0,0.625,14.4,1
1997,2,1997-02-01,RS,1010252,1010252 - JAGUARAO,2916,2965,20278,515,0,20793,6.954047,1.016804,6.839123,1
1997,2,1997-02-01,RS,1010500,1010500 - RIO GRANDE,7760,10000,73836,4550,0,78386,9.514948,1.28866,7.3836,1
1997,2,1997-02-01,RS,1015300,1015300 - CHUI,6140,5100,93943,330,0,94273,15.300163,0.830619,18.420196,5
1997,2,1997-02-01,SC,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,45,25,90,283,0,373,2.0,0.555556,3.6,1
1997,2,1997-02-01,SP,0717600,0717600 - PORTO DO RIO DE JANEIRO,330,297,2310,129,0,2439,7.0,0.9,7.777778,1
1997,2,1997-02-01,SP,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,60,24,286,66,0,352,4.766667,0.4,11.916667,1
1997,2,1997-02-01,SP,0817700,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,151,122,2265,386,0,2651,15.0,0.807947,18.565574,1
1997,2,1997-02-01,SP,0817800,0817800 - PORTO DE SANTOS,63457,58481,940827,47948,5280,994055,14.826213,0.921585,16.087738,9
1997,2,1997-02-01,SP,1010900,1010900 - URUGUAIANA,145820,115991,4249435,35566,41066,4326067,29.141647,0.79544,36.635903,1
1997,3,1997-03-01,AM,0227600,0227600 - PORTO DE MANAUS,8717,8537,75957,8401,0,84358,8.713663,0.979351,8.897388,3
1997,3,1997-03-01,AP,0210100,0210100 - BELEM,20,108,1440,28,0,1468,72.0,5.4,13.333333,1
1997,3,1997-03-01,CE,0317600,0317600 - PORTO DE FORTALEZA,12308,11025,125504,8329,1524,135357,10.196945,0.895759,11.383583,2
1997,3,1997-03-01,ES,0727600,0727600 - PORTO DE VITORIA,14988,10991,139688,9000,698,149386,9.319989,0.73332,12.709308,1
1997,3,1997-03-01,MG,0617600,0617600 - AEROPORTO TANCREDO NEVES,99,54,1043,422,0,1465,10.535354,0.545455,19.314815,1
1997,3,1997-03-01,PB,0417600,0417600 - PORTO DO RECIFE,498,498,20514,2318,0,22832,41.192771,1.0,41.192771,1
1997,3,1997-03-01,PR,0910600,0910600 - FOZ DO IGUACU,192,190,2266,119,45,2430,11.802083,0.989583,11.926316,1
1997,3,1997-03-01,PR,0915100,0915100 - ANTONINA,8928,5360,68157,2334,0,70491,7.634073,0.600358,12.715858,1
1997,3,1997-03-01,RO,0250151,0250151 - GUAJARA-MIRIM,456,312,6573,246,0,6819,14.414474,0.684211,21.067308,1
1997,3,1997-03-01,RS,1010500,1010500 - RIO GRANDE,96,65,2542,66,21,2629,26.479167,0.677083,39.107692,1
1997,3,1997-03-01,RS,1015300,1015300 - CHUI,29170,24805,436837,3707,0,440544,14.975557,0.85036,17.610845,9
1997,3,1997-03-01,SC,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,7,4,67,264,0,331,9.571429,0.571429,16.75,1
1997,3,1997-03-01,SP,0617600,0617600 - AEROPORTO TANCREDO NEVES,100,50,859,89,0,948,8.59,0.5,17.18,1
1997,3,1997-03-01,SP,0717600,0717600 - PORTO DO RIO DE JANEIRO,14874,12841,51955,8067,99,60121,3.493008,0.863319,4.046024,4
1997,3,1997-03-01,SP,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,2852,2544,71910,21550,431,93891,25.213885,0.892006,28.266509,6
1997,3,1997-03-01,SP,0817700,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,151,39,2316,208,0,2524,15.337748,0.258278,59.384615,2
1997,3,1997-03-01,SP,0817800,0817800 - PORTO DE SANTOS,72776,43032,1222061,51403,6943,1280407,16.792088,0.591294,28.398889,6
1997,3,1997-03-01,SP,1010900,1010900 - URUGUAIANA,178404,134262,5003625,37885,46491,5088001,28.046596,0.752573,37.267619,1
1997,4,1997-04-01,AM,0227600,0227600 - PORTO DE MANAUS,26215,27814,443655,18146,0,461801,16.923708,1.060996,15.95078,7
1997,4,1997-04-01,CE,0317600,0317600 - PORTO DE FORTALEZA,27372,21817,278276,20819,2764,301859,10.166447,0.797055,12.755008,2
1997,4,1997-04-01,ES,0717600,0717600 - PORTO DO RIO DE JANEIRO,4320,3888,46800,3800,0,50600,10.833333,0.9,12.037037,1
1997,4,1997-04-01,ES,0717700,0717700 - AEROPORTO INTERNACIONAL DO RIO DE JANEIRO,60,30,498,495,2,995,8.3,0.5,16.6,1
1997,4,1997-04-01,ES,0727600,0727600 - PORTO DE VITORIA,62928,50354,691842,36116,3459,731417,10.994184,0.800184,13.739564,1
1997,4,1997-04-01,PA,0217600,0217600 - PORTO DE BELEM,788,859,5358,328,0,5686,6.799492,1.090102,6.237485,1
1997,4,1997-04-01,PE,0417600,0417600 - PORTO DO RECIFE,4,7,64,23,0,87,16.0,1.75,9.142857,1
1997,4,1997-04-01,RJ,0717700,0717700 - AEROPORTO INTERNACIONAL DO RIO DE JANEIRO,1888,1435,18540,5922,348,24810,9.819915,0.760064,12.919861,5
1997,4,1997-04-01,RS,1010500,1010500 - RIO GRANDE,7626,5938,47722,4769,21,52512,6.257802,0.778652,8.036713,2
1997,4,1997-04-01,RS,1015300,1015300 - CHUI,36445,30802,509537,3843,0,513380,13.980985,0.845164,16.542335,7
1997,4,1997-04-01,SP,0717600,0717600 - PORTO DO RIO DE JANEIRO,3096,2167,21672,1261,391,23324,7.0,0.699935,10.000923,1
1997,4,1997-04-01,SP,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,1599,1192,35175,15209,240,50624,21.998124,0.745466,29.509228,7
1997,4,1997-04-01,SP,0817800,0817800 - PORTO DE SANTOS,90092,67914,2166957,79859,17666,2264482,24.052713,0.753829,31.907368,8
1997,4,1997-04-01,SP,1010900,1010900 - URUGUAIANA,211760,160101,6080370,41802,58673,6180845,28.713496,0.756049,37.978339,1
1997,5,1997-05-01,AM,0227600,0227600 - PORTO DE MANAUS,23824,20287,407188,25422,0,432610,17.091504,0.851536,20.071376,8
1997,5,1997-05-01,AP,0210100,0210100 - BELEM,36,26,972,23,0,995,27.0,0.722222,37.384615,1
1997,5,1997-05-01,CE,0317600,0317600 - PORTO DE FORTALEZA,15468,12177,211810,12074,2177,226061,13.693432,0.787238,17.394268,1
1997,5,1997-05-01,ES,0717600,0717600 - PORTO DO RIO DE JANEIRO,909,977,7423,594,0,8017,8.166117,1.074807,7.597748,2
1997,5,1997-05-01,ES,0727600,0727600 - PORTO DE VITORIA,7992,5861,90239,4550,451,95240,11.291166,0.733358,15.396519,1
1997,5,1997-05-01,MG,0717600,0717600 - PORTO DO RIO DE JANEIRO,5780,5952,62003,2750,920,65673,10.727163,1.029758,10.417171,5
1997,5,1997-05-01,MS,0145200,0145200 - CORUMBA,240,231,4270,50,0,4320,17.791667,0.9625,18.484848,1
1997,5,1997-05-01,PR,0910600,0910600 - FOZ DO IGUACU,20,36,139,12,2,153,6.95,1.8,3.861111,1
1997,5,1997-05-01,RS,1010252,1010252 - JAGUARAO,666,629,4946,300,0,5246,7.426426,0.944444,7.863275,1
1997,5,1997-05-01,RS,1015300,1015300 - CHUI,12141,10197,175805,2331,0,178136,14.480273,0.839881,17.240855,5
1997,5,1997-05-01,SP,0717600,0717600 - PORTO DO RIO DE JANEIRO,120,84,840,23,1,864,7.0,0.7,10.0,1
1997,5,1997-05-01,SP,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,3918,3563,44120,15956,190,60266,11.260847,0.909393,12.382823,2
1997,5,1997-05-01,SP,0817800,0817800 - PORTO DE SANTOS,66965,46664,1718414,58686,11552,1788652,25.661375,0.696842,36.825261,10
1997,5,1997-05-01,SP,1010900,1010900 - URUGUAIANA,197096,147359,5550836,43474,53614,5647924,28.163108,0.747651,37.668795,1
1997,6,1997-06-01,AM,0227600,0227600 - PORTO DE MANAUS,35038,35963,369570,27360,0,396930,10.547691,1.0264,10.276395,7
1997,6,1997-06-01,AP,0240100,0240100 - MACAPA,60,115,300,33,0,333,5.0,1.916667,2.608696,1
1997,6,1997-06-01,CE,0317600,0317600 - PORTO DE FORTALEZA,14038,11050,209091,9530,2310,220931,14.894643,0.787149,18.922262,1
1997,6,1997-06-01,ES,0717600,0717600 - PORTO DO RIO DE JANEIRO,960,1056,9600,716,0,10316,10.0,1.1,9.090909,1
1997,6,1997-06-01,ES,0717700,0717700 - AEROPORTO INTERNACIONAL DO RIO DE JANEIRO,231,270,2623,2570,13,5206,11.354978,1.168831,9.714815,1
1997,6,1997-06-01,ES,0727600,0727600 - PORTO DE VITORIA,50821,34977,491499,29933,2458,523890,9.671179,0.688239,14.052063,1
1997,6,1997-06-01,RS,1010252,1010252 - JAGUARAO,1180,1115,9995,250,0,10245,8.470339,0.944915,8.964126,1
1997,6,1997-06-01,RS,1011000,1011000 - SANTANA DO LIVRAMENTO,2094,5000,21960,71,0,22031,10.487106,2.387775,4.392,1
1997,6,1997-06-01,RS,1015300,1015300 - CHUI,31437,26407,444463,5201,0,449664,14.138213,0.839997,16.831257,6
1997,6,1997-06-01,RS,1017600,1017600 - AEROPORTO SALGADO FILHO - PORTO ALEGRE,138,32,628,51,0,679,4.550725,0.231884,19.625,1
1997,6,1997-06-01,SP,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,776,450,18746,2370,156,21272,24.157216,0.579897,41.657778,6
1997,6,1997-06-01,SP,0817700,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,499,682,4673,1509,23,6205,9.364729,1.366733,6.851906,2
1997,6,1997-06-01,SP,0817800,0817800 - PORTO DE SANTOS,48902,33641,1080534,34984,6789,1122307,22.095906,0.687927,32.119556,9
1997,6,1997-06-01,SP,1010900,1010900 - URUGUAIANA,211072,158002,6082500,45485,58728,6186713,28.817181,0.748569,38.496348,1
1997,7,1997-07-01,AM,0227600,0227600 - PORTO DE MANAUS,5443,5398,45493,5366,0,50859,8.358075,0.991733,8.427751,4
1997,7,1997-07-01,AP,0210100,0210100 - BELEM,40,60,1680,32,0,1712,42.0,1.5,28.0,1
1997,7,1997-07-01,CE,0317600,0317600 - PORTO DE FORTALEZA,6000,4750,51840,3877,533,56250,8.64,0.791667,10.913684,1
1997,7,1997-07-01,ES,0727600,0727600 - PORTO DE VITORIA,15420,10280,129528,9100,648,139276,8.4,0.666667,12.6,1
1997,7,1997-07-01,PA,0217600,0217600 - PORTO DE BELEM,1016,1244,6909,399,0,7308,6.800197,1.224409,5.553859,1
1997,7,1997-07-01,PR,0910151,0910151 - SAO JOSE DOS PINHAIS,10,21,194,187,4,385,19.4,2.1,9.238095,1
1997,7,1997-07-01,PR,0910600,0910600 - FOZ DO IGUACU,20,30,139,5,3,147,6.95,1.5,4.633333,1
1997,7,1997-07-01,RJ,0717700,0717700 - AEROPORTO INTERNACIONAL DO RIO DE JANEIRO,292,104,3688,410,0,4098,12.630137,0.356164,35.461538,3
1997,7,1997-07-01,RS,1011000,1011000 - SANTANA DO LIVRAMENTO,20427,17159,286755,2615,0,289370,14.038038,0.840016,16.711638,6
1997,7,1997-07-01,RS,1015300,1015300 - CHUI,13935,11706,198343,2133,0,200476,14.233441,0.840043,16.943704,6
1997,7,1997-07-01,SP,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,17471,12964,383774,128764,3446,515984,21.966344,0.74203,29.603055,7
1997,7,1997-07-01,SP,0817700,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,415,617,4241,1388,19,5648,10.219277,1.486747,6.873582,2
1997,7,1997-07-01,SP,0817800,0817800 - PORTO DE SANTOS,32576,23280,621738,27635,4391,653764,19.085769,0.714637,26.706959,8
1997,7,1997-07-01,SP,1010900,1010900 - URUGUAIANA,176625,138641,5172522,37204,49929,5259655,29.285333,0.784946,37.308747,1
1997,8,1997-08-01,AM,0227600,0227600 - PORTO DE MANAUS,14447,15780,255059,18126,0,273185,17.654807,1.092268,16.163435,7
1997,8,1997-08-01,CE,0317600,0317600 - PORTO DE FORTALEZA,8100,6464,74925,5200,374,80499,9.25,0.798025,11.59112,1
1997,8,1997-08-01,ES,0717700,0717700 - AEROPORTO INTERNACIONAL DO RIO DE JANEIRO,261,268,2464,4199,12,6675,9.440613,1.02682,9.19403,1
1997,8,1997-08-01,ES,0727600,0727600 - PORTO DE VITORIA,42702,39171,397039,25125,1985,424149,9.297902,0.917311,10.136045,1
1997,8,1997-08-01,ES,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,116,120,1061,1231,5,2297,9.146552,1.034483,8.841667,1
1997,8,1997-08-01,PE,0417600,0417600 - PORTO DO RECIFE,21,32,333,109,0,442,15.857143,1.52381,10.40625,1
1997,8,1997-08-01,RJ,0717700,0717700 - AEROPORTO INTERNACIONAL DO RIO DE JANEIRO,45,24,372,100,0,472,8.266667,0.533333,15.5,1
1997,8,1997-08-01,RO,0250151,0250151 - GUAJARA-MIRIM,407,315,15051,334,0,15385,36.980344,0.773956,47.780952,1
1997,8,1997-08-01,RS,1011000,1011000 - SANTANA DO LIVRAMENTO,16755,14198,231470,2111,0,233581,13.814981,0.847389,16.303,6
1997,8,1997-08-01,RS,1015300,1015300 - CHUI,12015,10093,159171,1053,0,160224,13.24769,0.840033,15.770435,5
1997,8,1997-08-01,SC,0717700,0717700 - AEROPORTO INTERNACIONAL DO RIO DE JANEIRO,85,43,695,642,0,1337,8.176471,0.505882,16.162791,1
1997,8,1997-08-01,SP,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,3509,2243,45660,14358,152,60170,13.012254,0.639213,20.356665,7
1997,8,1997-08-01,SP,0817800,0817800 - PORTO DE SANTOS,92078,66209,2021207,74356,13396,2108959,21.951031,0.719053,30.527678,5
1997,8,1997-08-01,SP,1010900,1010900 - URUGUAIANA,181500,163212,5101084,39131,49263,5189478,28.105146,0.89924,31.254344,1
1997,9,1997-09-01,AM,0227600,0227600 - PORTO DE MANAUS,8452,7071,129065,11470,0,140535,15.27035,0.836607,18.252722,5
1997,9,1997-09-01,CE,0317600,0317600 - PORTO DE FORTALEZA,39888,35667,408843,31697,2902,443442,10.249774,0.894179,11.462781,1
1997,9,1997-09-01,ES,0717600,0717600 - PORTO DO RIO DE JANEIRO,39,39,316,122,0,438,8.102564,1.0,8.102564,1
1997,9,1997-09-01,ES,0727600,0727600 - PORTO DE VITORIA,42708,30555,383648,23075,1918,408641,8.983048,0.71544,12.555981,1
1997,9,1997-09-01,PR,0910600,0910600 - FOZ DO IGUACU,43,20,909,20,0,929,21.139535,0.465116,45.45,1
1997,9,1997-09-01,RJ,0717600,0717600 - PORTO DO RIO DE JANEIRO,79,23,578,29,0,607,7.316456,0.291139,25.130435,2
1997,9,1997-09-01,RO,0227600,0227600 - PORTO DE MANAUS,2854,856,8059,277,0,8336,2.823756,0.29993,9.41472,1
1997,9,1997-09-01,RS,1010500,1010500 - RIO GRANDE,3606,2404,21636,1689,0,23325,6.0,0.666667,9.0,1
1997,9,1997-09-01,RS,1015300,1015300 - CHUI,60843,50934,682106,6740,0,688846,11.21092,0.837138,13.391958,7
1997,9,1997-09-01,RS,1017600,1017600 - AEROPORTO SALGADO FILHO - PORTO ALEGRE,226,180,5821,237,0,6058,25.756637,0.79646,32.338889,3
1997,9,1997-09-01,SP,0717600,0717600 - PORTO DO RIO DE JANEIRO,201,161,2211,66,54,2331,11.0,0.800995,13.732919,1
1997,9,1997-09-01,SP,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,6143,4737,56256,22835,86,79177,9.157741,0.771122,11.875871,3
1997,9,1997-09-01,SP,0817800,0817800 - PORTO DE SANTOS,167669,136299,3476295,130927,17499,3624721,20.733081,0.812905,25.504919,12
1997,9,1997-09-01,SP,1010900,1010900 - URUGUAIANA,176272,158727,4864821,37782,28366,4930969,27.598376,0.900466,30.648982,1
1997,10,1997-10-01,AM,0227600,0227600 - PORTO DE MANAUS,40196,40247,719178,37775,0,756953,17.89178,1.001269,17.869108,13
1997,10,1997-10-01,CE,0317600,0317600 - PORTO DE FORTALEZA,7308,5832,72916,4900,364,78180,9.977559,0.79803,12.502743,1
1997,10,1997-10-01,ES,0727600,0727600 - PORTO DE VITORIA,29448,20795,288182,16291,1441,305914,9.786131,0.70616,13.858235,2
1997,10,1997-10-01,PR,0910600,0910600 - FOZ DO IGUACU,197,112,1256,20,22,1298,6.375635,0.568528,11.214286,1
1997,10,1997-10-01,PR,0915100,0915100 - ANTONINA,8964,4912,4034,4000,0,8034,0.450022,0.54797,0.821254,1
1997,10,1997-10-01,PR,0925100,0925100 - ITAJAI,780,836,5115,392,0,5507,6.557692,1.071795,6.118421,2
1997,10,1997-10-01,RJ,0717700,0717700 - AEROPORTO INTERNACIONAL DO RIO DE JANEIRO,20,20,148,177,0,325,7.4,1.0,7.4,1
1997,10,1997-10-01,RS,1015300,1015300 - CHUI,43347,36410,450156,5254,0,455410,10.38494,0.839966,12.363527,8
1997,10,1997-10-01,SC,0915100,0915100 - ANTONINA,515,258,3605,763,0,4368,7.0,0.500971,13.972868,1
1997,10,1997-10-01,SP,0717600,0717600 - PORTO DO RIO DE JANEIRO,1707,1365,18777,1056,346,20179,11.0,0.799649,13.756044,2
1997,10,1997-10-01,SP,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,8672,6546,136425,32706,987,170118,15.731665,0.754843,20.840972,8
1997,10,1997-10-01,SP,0817700,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,1032,1156,18799,2663,0,21462,18.216085,1.120155,16.262111,2
1997,10,1997-10-01,SP,0817800,0817800 - PORTO DE SANTOS,210962,171651,4461294,159384,23574,4644252,21.147382,0.813658,25.990492,10
1997,10,1997-10-01,SP,1010900,1010900 - URUGUAIANA,207103,186942,5685853,43256,33160,5762269,27.454228,0.902652,30.415065,1
1997,10,1997-10-01,SP,1015300,1015300 - CHUI,20968,21214,386094,1360,0,387454,18.413487,1.011732,18.199962,2
1997,11,1997-11-01,AM,0227600,0227600 - PORTO DE MANAUS,35643,33392,596790,33001,0,629791,16.74354,0.936846,17.872245,11
1997,11,1997-11-01,ES,0717600,0717600 - PORTO DO RIO DE JANEIRO,5400,6292,70533,3828,0,74361,13.061667,1.165185,11.209949,2
1997,11,1997-11-01,ES,0727600,0727600 - PORTO DE VITORIA,26652,19359,285930,15475,1430,302835,10.728276,0.726362,14.769874,1
1997,11,1997-11-01,MG,0717600,0717600 - PORTO DO RIO DE JANEIRO,6381,6381,64447,2674,0,67121,10.099828,1.0,10.099828,2
1997,11,1997-11-01,PE,0417600,0417600 - PORTO DO RECIFE,31,62,669,217,0,886,21.580645,2.0,10.790323,1
1997,11,1997-11-01,PR,0910600,0910600 - FOZ DO IGUACU,1820,1820,12860,589,105,13554,7.065934,1.0,7.065934,1
1997,11,1997-11-01,PR,0915100,0915100 - ANTONINA,28746,18861,14798,14200,0,28998,0.514785,0.656126,0.784582,1
1997,11,1997-11-01,RJ,0717600,0717600 - PORTO DO RIO DE JANEIRO,7,7,50,2,0,52,7.142857,1.0,7.142857,1
1997,11,1997-11-01,RS,1011000,1011000 - SANTANA DO LIVRAMENTO,6930,7198,75048,423,0,75471,10.829437,1.038672,10.42623,2
1997,11,1997-11-01,RS,1015300,1015300 - CHUI,29844,25069,306749,3740,0,310489,10.278414,0.840001,12.236188,6
1997,11,1997-11-01,SP,0717600,0717600 - PORTO DO RIO DE JANEIRO,300,240,3300,150,84,3534,11.0,0.8,13.75,1
1997,11,1997-11-01,SP,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,2330,1858,20453,7841,55,28349,8.778112,0.797425,11.008073,2
1997,11,1997-11-01,SP,0817700,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,16,14,304,65,2,371,19.0,0.875,21.714286,1
1997,11,1997-11-01,SP,0817800,0817800 - PORTO DE SANTOS,92034,75957,1778468,62357,8796,1849621,19.324032,0.825315,23.414142,9
1997,11,1997-11-01,SP,1010900,1010900 - URUGUAIANA,103941,93734,2807330,20307,16372,2844009,27.00888,0.9018,29.949965,1
1997,11,1997-11-01,SP,1015300,1015300 - CHUI,15911,15967,284841,1093,0,285934,17.902143,1.00352,17.839356,1
1997,12,1997-12-01,AM,0227600,0227600 - PORTO DE MANAUS,16576,15424,333824,16742,0,350566,20.138996,0.930502,21.643154,10
1997,12,1997-12-01,AP,0210100,0210100 - BELEM,158,290,4560,274,0,4834,28.860759,1.835443,15.724138,1
1997,12,1997-12-01,AP,0240100,0240100 - MACAPA,576,440,3168,174,0,3342,5.5,0.763889,7.2,1
1997,12,1997-12-01,ES,0717700,0717700 - AEROPORTO INTERNACIONAL DO RIO DE JANEIRO,216,220,2099,1939,10,4048,9.717593,1.018519,9.540909,1
1997,12,1997-12-01,ES,0727600,0727600 - PORTO DE VITORIA,7128,5042,65221,4000,326,69547,9.149972,0.707351,12.935541,1
1997,12,1997-12-01,PA,0217600,0217600 - PORTO DE BELEM,822,826,7973,536,0,8509,9.699513,1.004866,9.652542,1
1997,12,1997-12-01,PR,0915100,0915100 - ANTONINA,181,151,1917,84,10,2011,10.59116,0.834254,12.695364,2
1997,12,1997-12-01,RS,1015300,1015300 - CHUI,6232,5235,77023,1314,0,78337,12.359275,0.840019,14.713085,8
1997,12,1997-12-01,RS,1017600,1017600 - AEROPORTO SALGADO FILHO - PORTO ALEGRE,924,1139,7512,4500,0,12012,8.12987,1.232684,6.595259,1
1997,12,1997-12-01,SP,0717600,0717600 - PORTO DO RIO DE JANEIRO,2076,1661,22836,1333,640,24809,11.0,0.800096,13.748344,1
1997,12,1997-12-01,SP,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,3550,2447,35267,9662,45,44974,9.934366,0.689296,14.412342,3
1997,12,1997-12-01,SP,0817700,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,145,64,1245,788,6,2039,8.586207,0.441379,19.453125,2
1997,12,1997-12-01,SP,0817800,0817800 - PORTO DE SANTOS,37014,32302,546090,24753,2216,573059,14.753607,0.872697,16.905764,4
1997,12,1997-12-01,SP,0910600,0910600 - FOZ DO IGUACU,11984,10882,191252,2400,1120,194772,15.958945,0.908044,17.575078,1
1997,12,1997-12-01,SP,1010900,1010900 - URUGUAIANA,95409,86108,2496139,18420,14549,2529108,26.162511,0.902514,28.988468,1
1998,1,1998-01-01,AM,0227600,0227600 - PORTO DE MANAUS,19191,21552,305748,16633,0,322381,15.931843,1.123026,14.186526,7
1998,1,1998-01-01,ES,0617600,0617600 - AEROPORTO TANCREDO NEVES,1440,1500,10080,1808,0,11888,7.0,1.041667,6.72,1
1998,1,1998-01-01,ES,0717600,0717600 - PORTO DO RIO DE JANEIRO,2100,2213,35088,1931,0,37019,16.708571,1.05381,15.8554,1
1998,1,1998-01-01,ES,0727600,0727600 - PORTO DE VITORIA,35220,26138,332959,18550,1665,353174,9.453691,0.742135,12.738503,1
1998,1,1998-01-01,PA,0217600,0217600 - PORTO DE BELEM,22,12,263,0,0,263,11.954545,0.545455,21.916667,1
1998,1,1998-01-01,RO,0250151,0250151 - GUAJARA-MIRIM,160,464,1020,219,0,1239,6.375,2.9,2.198276,1
1998,1,1998-01-01,RS,0817800,0817800 - PORTO DE SANTOS,76,92,479,86,2,567,6.302632,1.210526,5.206522,1
1998,1,1998-01-01,RS,1015300,1015300 - CHUI,14763,12400,145918,1609,0,147527,9.884034,0.839938,11.767581,5
1998,1,1998-01-01,RS,1017600,1017600 - AEROPORTO SALGADO FILHO - PORTO ALEGRE,636,535,6573,605,0,7178,10.334906,0.841195,12.285981,4
1998,1,1998-01-01,SP,0817600,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS,727,561,12989,2951,100,16040,17.866575,0.771664,23.153298,3
1998,1,1998-01-01,SP,0817700,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS,209,149,7158,2676,0,9834,34.248804,0.712919,48.040268,2
1998,1,1998-01-01,SP,0817800,0817800 - PORTO DE SANTOS,25296,20836,595264,22311,3912,621487,23.531942,0.823688,28.569015,6
1998,1,1998-01-01,SP,1010900,1010900 - URUGUAIANA,41157,37143,1007168,8190,5875,1021233,24.471366,0.902471,27.115957,1
1998,2,1998-02-01,AM,0227600,0227600 - PORTO DE MANAUS,4068,3415,89514,4037,0,93551,22.004425,0.839479,26.212006,6
1998,2,1998-02-01,CE,0317600,0317600 - PORTO DE FORTALEZA,10680,8010,104112,6903,794,111809,9.748315,0.75,12.997753,1
1998,2,1998-02-01,DF,0117600,0117600 - AEROPORTO INTERNACIONAL DE BRASILIA,436,220,5668,1172,0,6840,13.0,0.504587,25.763636,1
1998,2,1998-02-01,ES,0717600,0717600 - PORTO DO RIO DE JANEIRO,2700,3124,27999,2234,0,30233,10.37,1.157037,8.962548,1
1998,2,1998-02-01,ES,0727600,0727600 - PORTO DE VITORIA,19404,17265,163355,10550,817,174722,8.418625,0.889765,9.461628,1
1998,2,1998-02-01,RJ,0717600,0717600 - PORTO DO RIO DE JANEIRO,226,181,2522,141,0,2663,11.159292,0.800885,13.933702,1
1998,2,1998-02-01,RS,1015300,1015300 - CHUI,20430,17161,217822,3321,0,221143,10.66187,0.83999,12.69285,7
