year,month,period,ncm,ncm_bucket,pairs,kg_net,fob_usd,freight_usd,insurance_usd,cif_usd_proxy,avg_fob_usd_pair,kg_per_pair,fob_usd_per_kg,source_rows
2024,3,2024-03-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",106501,57590,1947092,38467,1334,1986893,18.282382,0.540746,33.80955,24
2024,3,2024-03-01,64041100,"6404.11.00 - Sports footwear, textile upper",539583,377562,12660063,315197,6649,12981909,23.46268,0.699729,33.531084,32
2024,4,2024-04-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",133307,83119,2358494,61882,2043,2422419,17.692199,0.623516,28.374908,28
2024,4,2024-04-01,64041100,"6404.11.00 - Sports footwear, textile upper",312953,212242,7086148,134582,3598,7224328,22.642851,0.678191,33.387115,34
2024,5,2024-05-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",84644,48283,1774689,32785,876,1808350,20.966507,0.570424,36.75598,25
2024,5,2024-05-01,64041100,"6404.11.00 - Sports footwear, textile upper",502176,365987,13201369,263516,6447,13471332,26.288331,0.728802,36.070595,30
2024,6,2024-06-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",85343,58332,1980681,42514,1332,2024527,23.208476,0.683501,33.955308,23
2024,6,2024-06-01,64041100,"6404.11.00 - Sports footwear, textile upper",514869,372284,13579797,258020,6319,13844136,26.375247,0.723065,36.476983,27
2024,7,2024-07-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",93012,53899,1783024,74628,839,1858491,19.169828,0.579484,33.080836,29
2024,7,2024-07-01,64041100,"6404.11.00 - Sports footwear, textile upper",518790,366348,13138235,276769,6132,13421136,25.324765,0.706159,35.862718,30
2024,8,2024-08-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",132001,80423,1997650,92850,1720,2092220,15.133597,0.609261,24.839287,29
2024,8,2024-08-01,64041100,"6404.11.00 - Sports footwear, textile upper",637666,452214,14080744,495854,6840,14583438,22.081692,0.709171,31.137346,29
2024,9,2024-09-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",145666,86571,3042691,95131,1653,3139475,20.888134,0.594312,35.14677,26
2024,9,2024-09-01,64041100,"6404.11.00 - Sports footwear, textile upper",875071,624788,19700382,525369,8564,20234315,22.512896,0.713985,31.531307,35
2024,10,2024-10-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",95016,61729,2514547,84199,1163,2599909,26.464459,0.64967,40.735262,24
2024,10,2024-10-01,64041100,"6404.11.00 - Sports footwear, textile upper",653298,458186,14613102,442545,6445,15062092,22.368203,0.701343,31.893384,40
2024,11,2024-11-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",44981,30332,1105775,30561,404,1136740,24.583157,0.674329,36.455723,23
2024,11,2024-11-01,64041100,"6404.11.00 - Sports footwear, textile upper",654695,478305,16076545,583327,5874,16665746,24.555778,0.730577,33.611493,32
2024,12,2024-12-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",98989,69684,2104408,44770,1206,2150384,21.259009,0.703957,30.1993,27
2024,12,2024-12-01,64041100,"6404.11.00 - Sports footwear, textile upper",783545,540229,16865118,485228,6482,17356828,21.524122,0.689468,31.218461,31
2025,1,2025-01-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",245523,134335,4360682,150323,3059,4514064,17.760788,0.547138,32.46125,32
2025,1,2025-01-01,64041100,"6404.11.00 - Sports footwear, textile upper",775377,551466,17199200,523981,6211,17729392,22.181726,0.711223,31.188142,37
2025,2,2025-02-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",133036,84387,2617505,104316,1754,2723575,19.675163,0.634317,31.01787,36
2025,2,2025-02-01,64041100,"6404.11.00 - Sports footwear, textile upper",945445,656500,20105410,629524,7812,20742746,21.265552,0.694382,30.625149,36
2025,3,2025-03-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",104769,57886,2257718,65444,1391,2324553,21.549485,0.552511,39.002833,23
2025,3,2025-03-01,64041100,"6404.11.00 - Sports footwear, textile upper",742188,504897,15406460,433778,7017,15847255,20.758164,0.680282,30.514065,29
2025,4,2025-04-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",75281,50763,1885336,41653,925,1927914,25.043982,0.674314,37.139964,29
2025,4,2025-04-01,64041100,"6404.11.00 - Sports footwear, textile upper",806370,563606,19084790,425773,7455,19518018,23.667535,0.698942,33.861935,31
2025,5,2025-05-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",49464,33591,1228817,26973,622,1256412,24.842653,0.6791,36.581733,30
2025,5,2025-05-01,64041100,"6404.11.00 - Sports footwear, textile upper",624749,448564,15004487,539631,5754,15549872,24.016824,0.717991,33.450047,36
2025,6,2025-06-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",120859,69327,2997066,66121,1268,3064455,24.798037,0.573619,43.230862,36
2025,6,2025-06-01,64041100,"6404.11.00 - Sports footwear, textile upper",738910,518728,16298980,577759,5750,16882489,22.05814,0.702018,31.421053,38
2025,7,2025-07-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",184302,102768,3543935,68097,2422,3614454,19.228956,0.557607,34.48481,31
2025,7,2025-07-01,64041100,"6404.11.00 - Sports footwear, textile upper",1130693,802374,25074516,567745,9020,25651281,22.176237,0.70963,31.250409,37
2025,8,2025-08-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",115537,67098,2374480,60793,1648,2436921,20.551685,0.580749,35.388238,30
2025,8,2025-08-01,64041100,"6404.11.00 - Sports footwear, textile upper",877662,614695,18528129,467670,13427,19009226,21.11078,0.700378,30.141987,45
2025,9,2025-09-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",138523,89362,3422569,90628,2377,3515574,24.707586,0.645106,38.300049,37
2025,9,2025-09-01,64041100,"6404.11.00 - Sports footwear, textile upper",772135,528216,19028474,405436,6009,19439919,24.643973,0.684098,36.024039,41
2025,10,2025-10-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",73379,49393,2389451,41519,929,2431899,32.563145,0.673122,48.376308,27
2025,10,2025-10-01,64041100,"6404.11.00 - Sports footwear, textile upper",691166,491612,18841001,358745,6689,19206435,27.259734,0.711279,38.324941,46
2025,11,2025-11-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",138782,83753,4021128,59857,2047,4083032,28.97442,0.603486,48.011749,31
2025,11,2025-11-01,64041100,"6404.11.00 - Sports footwear, textile upper",652177,430037,15919909,277068,6441,16203418,24.410412,0.659387,37.019859,40
2025,12,2025-12-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",146508,99528,3868256,58250,1363,3927869,26.403036,0.679335,38.866008,34
2025,12,2025-12-01,64041100,"6404.11.00 - Sports footwear, textile upper",842699,587756,23410263,426040,6206,23842509,27.780101,0.697468,39.829901,31
2026,1,2026-01-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",122706,78064,2574602,43554,1038,2619194,20.981875,0.636187,32.980657,30
2026,1,2026-01-01,64041100,"6404.11.00 - Sports footwear, textile upper",1019778,703291,25759958,575927,7799,26343684,25.260359,0.689651,36.627737,40
2026,2,2026-02-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",136621,90140,2867312,47055,1726,2916093,20.987345,0.659781,31.809541,25
2026,2,2026-02-01,64041100,"6404.11.00 - Sports footwear, textile upper",664072,447894,16953992,327344,6316,17287652,25.530352,0.674466,37.852688,34
2026,3,2026-03-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",126080,84168,3548375,42325,815,3591515,28.143837,0.667576,42.158243,27
2026,3,2026-03-01,64041100,"6404.11.00 - Sports footwear, textile upper",773350,528648,22696526,373274,6048,23075848,29.348324,0.683582,42.933154,49
2026,4,2026-04-01,64021900,"6402.19.00 - Other sports footwear, rubber/plastic upper",134386,81147,3125458,52118,1498,3179074,23.257318,0.603835,38.516002,22
2026,4,2026-04-01,64041100,"6404.11.00 - Sports footwear, textile upper",759204,547964,23034767,368914,6958,23410639,30.340682,0.721761,42.037008,44
