year,month,period,country_code,country_name,pairs,kg_net,fob_usd,freight_usd,insurance_usd,cif_usd_proxy,avg_fob_usd_pair,kg_per_pair,fob_usd_per_kg,source_rows
2005,2,2005-02-01,863,"Virgens, Ilhas (Britânicas)",12360,7564,159774,7412,836,168022,12.926699,0.611974,21.122951,1
2005,3,2005-03-01,160,China,227654,189822,3329616,135894,12684,3478194,14.625774,0.833818,17.540728,18
2005,3,2005-03-01,161,Taiwan (Formosa),3914,2642,54247,2737,285,57269,13.859734,0.675013,20.532551,2
2005,3,2005-03-01,245,Espanha,586,358,4906,284,0,5190,8.372014,0.610922,13.703911,2
2005,3,2005-03-01,249,Estados Unidos,240,315,4111,1719,0,5830,17.129167,1.3125,13.050794,2
2005,3,2005-03-01,351,Hong Kong,12060,6425,68129,5551,228,73908,5.649171,0.532753,10.603735,2
2005,3,2005-03-01,361,Índia,1902,3000,8216,1915,0,10131,4.319664,1.577287,2.738667,1
2005,3,2005-03-01,365,Indonésia,19080,13909,288947,13943,355,303245,15.143973,0.728983,20.774103,3
2005,3,2005-03-01,386,Itália,12,9,1490,163,5,1658,124.166667,0.75,165.555556,1
2005,3,2005-03-01,576,Paquistão,2933,2226,25499,579,0,26078,8.693829,0.75895,11.455076,2
2005,3,2005-03-01,776,Tailândia,19248,11535,289422,12620,105,302147,15.036471,0.599283,25.090767,1
2005,3,2005-03-01,858,Vietnã,366,303,5560,262,0,5822,15.191257,0.827869,18.349835,1
2005,4,2005-04-01,160,China,265226,217895,4548018,171985,11660,4731663,17.147708,0.821545,20.872521,17
2005,4,2005-04-01,245,Espanha,1701,1361,15083,1081,0,16164,8.867137,0.800118,11.082292,1
2005,4,2005-04-01,275,França,134,732,2892,436,14,3342,21.58209,5.462687,3.95082,1
2005,4,2005-04-01,351,Hong Kong,4512,5277,7348,3348,0,10696,1.628546,1.169548,1.392458,2
2005,4,2005-04-01,365,Indonésia,11535,8793,151641,6971,76,158688,13.146164,0.762289,17.24565,2
2005,4,2005-04-01,386,Itália,137,78,5832,625,5,6462,42.569343,0.569343,74.769231,3
2005,4,2005-04-01,776,Tailândia,11748,8686,184571,10149,51,194771,15.710844,0.73936,21.249252,1
2005,4,2005-04-01,858,Vietnã,22924,17569,334902,14760,845,350507,14.609231,0.766402,19.062098,3
2005,5,2005-05-01,111,Bulgária,24,17,960,523,6,1489,40.0,0.708333,56.470588,1
2005,5,2005-05-01,160,China,193049,158586,3043708,135253,8393,3187354,15.766505,0.821481,19.192791,14
2005,5,2005-05-01,161,Taiwan (Formosa),63,59,1426,604,0,2030,22.634921,0.936508,24.169492,1
2005,5,2005-05-01,187,Coreia do Norte,151,137,127,51,0,178,0.84106,0.907285,0.927007,1
2005,5,2005-05-01,190,Coreia do Sul,134,96,2457,1348,0,3805,18.335821,0.716418,25.59375,1
2005,5,2005-05-01,275,França,1,1,190,10,0,200,190.0,1.0,190.0,1
2005,5,2005-05-01,351,Hong Kong,2318,1522,19992,9657,107,29756,8.624676,0.656601,13.135348,2
2005,5,2005-05-01,365,Indonésia,24900,20330,311080,15625,322,327027,12.493173,0.816466,15.301525,2
2005,5,2005-05-01,386,Itália,2139,1610,125140,1275,10,126425,58.503974,0.752688,77.726708,3
2005,5,2005-05-01,399,Japão,6,5,61,10,0,71,10.166667,0.833333,12.2,1
2005,5,2005-05-01,776,Tailândia,6906,4015,86430,6920,43,93393,12.515204,0.581379,21.526775,1
2005,5,2005-05-01,858,Vietnã,45484,38739,729223,32403,1165,762791,16.032517,0.851706,18.824002,4
2005,5,2005-05-01,863,"Virgens, Ilhas (Britânicas)",15621,10939,179939,91378,918,272235,11.519045,0.700275,16.44931,3
2005,6,2005-06-01,160,China,253115,202877,3563597,153877,7780,3725254,14.078964,0.801521,17.565308,18
2005,6,2005-06-01,161,Taiwan (Formosa),3025,2701,24332,3571,119,28022,8.043636,0.892893,9.008515,2
2005,6,2005-06-01,187,Coreia do Norte,6588,5414,122204,3987,29,126220,18.549484,0.821797,22.571851,1
2005,6,2005-06-01,190,Coreia do Sul,3673,4730,41465,2742,167,44374,11.289137,1.287776,8.766385,2
2005,6,2005-06-01,249,Estados Unidos,80,80,8466,695,7,9168,105.825,1.0,105.825,2
2005,6,2005-06-01,351,Hong Kong,4086,2853,42623,3706,231,46560,10.431473,0.698238,14.939713,2
2005,6,2005-06-01,365,Indonésia,23939,19344,390797,15888,1229,407914,16.3247,0.808054,20.202492,3
2005,6,2005-06-01,383,Israel,1968,3250,7476,1000,0,8476,3.79878,1.651423,2.300308,1
2005,6,2005-06-01,386,Itália,308,315,5864,988,14,6866,19.038961,1.022727,18.615873,3
2005,6,2005-06-01,447,Macau,15,14,183,54,0,237,12.2,0.933333,13.071429,1
2005,6,2005-06-01,776,Tailândia,5942,3680,88239,6255,31,94525,14.85005,0.61932,23.977989,2
2005,6,2005-06-01,858,Vietnã,30501,26507,432473,21595,408,454476,14.178978,0.869053,16.315426,5
2005,7,2005-07-01,160,China,201961,162778,2206861,117045,4728,2328634,10.927164,0.805987,13.557489,12
2005,7,2005-07-01,161,Taiwan (Formosa),601,571,9687,551,51,10289,16.118136,0.950083,16.964974,2
2005,7,2005-07-01,245,Espanha,402,90,3526,65,0,3591,8.771144,0.223881,39.177778,2
2005,7,2005-07-01,351,Hong Kong,1229,903,24580,11422,123,36125,20.0,0.734744,27.220377,1
2005,7,2005-07-01,365,Indonésia,56511,46213,809993,35900,488,846381,14.333369,0.81777,17.527384,4
2005,7,2005-07-01,776,Tailândia,5008,3884,81142,4567,24,85733,16.202476,0.775559,20.891349,2
2005,7,2005-07-01,858,Vietnã,127181,96677,2175098,87355,819,2263272,17.102382,0.760153,22.498609,4
2005,8,2005-08-01,063,Argentina,10008,6975,14812,400,0,15212,1.480016,0.696942,2.123584,1
2005,8,2005-08-01,160,China,230010,178590,3903057,135283,10616,4048956,16.969075,0.776445,21.854846,13
2005,8,2005-08-01,161,Taiwan (Formosa),10566,5814,29819,3154,0,32973,2.822165,0.550256,5.128827,2
2005,8,2005-08-01,187,Coreia do Norte,1500,1002,16202,1122,4,17328,10.801333,0.668,16.169661,1
2005,8,2005-08-01,365,Indonésia,41749,33682,502075,27828,630,530533,12.026037,0.806774,14.90633,3
2005,8,2005-08-01,386,Itália,5,2,267,16,1,284,53.4,0.4,133.5,1
2005,8,2005-08-01,776,Tailândia,13299,11418,201913,12120,58,214091,15.18257,0.858561,17.683745,2
2005,8,2005-08-01,858,Vietnã,41594,33829,720812,32538,473,753823,17.329711,0.813314,21.307517,4
2005,9,2005-09-01,160,China,225646,171311,3851061,179670,11266,4041997,17.066826,0.759202,22.47994,15
2005,9,2005-09-01,190,Coreia do Sul,2760,1656,17739,4100,0,21839,6.427174,0.6,10.711957,1
2005,9,2005-09-01,245,Espanha,108,65,2229,55,0,2284,20.638889,0.601852,34.292308,1
2005,9,2005-09-01,249,Estados Unidos,5257,6308,26285,3025,0,29310,5.0,1.199924,4.166931,1
2005,9,2005-09-01,351,Hong Kong,5840,3041,8682,1108,0,9790,1.486644,0.520719,2.854982,1
2005,9,2005-09-01,365,Indonésia,14014,10630,184818,7790,149,192757,13.188098,0.758527,17.386453,3
2005,9,2005-09-01,858,Vietnã,46782,41087,779503,37612,274,817389,16.662456,0.878265,18.972011,4
2005,10,2005-10-01,160,China,260771,216117,3328351,302113,7599,3638063,12.763501,0.828762,15.40069,14
2005,10,2005-10-01,351,Hong Kong,6760,5916,35252,4294,0,39546,5.214793,0.875148,5.958756,1
2005,10,2005-10-01,365,Indonésia,12083,9968,188247,10455,780,199482,15.579492,0.824961,18.885132,3
2005,10,2005-10-01,386,Itália,1220,921,81401,1296,23,82720,66.722131,0.754918,88.383279,2
2005,10,2005-10-01,576,Paquistão,280,563,4676,1295,0,5971,16.7,2.010714,8.305506,1
2005,10,2005-10-01,776,Tailândia,1080,477,20849,1010,4,21863,19.30463,0.441667,43.708595,1
2005,10,2005-10-01,858,Vietnã,101736,80337,1724918,75130,697,1800745,16.954844,0.789661,21.471028,3
2005,11,2005-11-01,160,China,236737,181301,2375007,126540,9588,2511135,10.032259,0.765833,13.099801,15
2005,11,2005-11-01,161,Taiwan (Formosa),12374,7766,65647,4018,9,69674,5.305237,0.627606,8.453129,2
2005,11,2005-11-01,187,Coreia do Norte,143,46,2475,157,0,2632,17.307692,0.321678,53.804348,1
2005,11,2005-11-01,190,Coreia do Sul,1940,2060,21441,1109,91,22641,11.052062,1.061856,10.408252,1
2005,11,2005-11-01,351,Hong Kong,18720,18680,16848,7396,0,24244,0.9,0.997863,0.901927,1
2005,11,2005-11-01,365,Indonésia,31757,24837,431356,22033,398,453787,13.583021,0.782095,17.367476,5
2005,11,2005-11-01,379,Islândia,640,456,13060,415,0,13475,20.40625,0.7125,28.640351,1
2005,11,2005-11-01,386,Itália,142,128,3571,350,19,3940,25.147887,0.901408,27.898438,1
2005,11,2005-11-01,858,Vietnã,22069,18207,324608,19214,209,344031,14.708777,0.825003,17.828747,7
2005,12,2005-12-01,160,China,135082,115516,2118209,92748,3410,2214367,15.680912,0.855155,18.336932,13
2005,12,2005-12-01,161,Taiwan (Formosa),95,34,1660,187,0,1847,17.473684,0.357895,48.823529,1
2005,12,2005-12-01,187,Coreia do Norte,93,47,1539,223,0,1762,16.548387,0.505376,32.744681,1
2005,12,2005-12-01,190,Coreia do Sul,1928,2313,21335,2100,93,23528,11.065871,1.199689,9.223952,1
2005,12,2005-12-01,351,Hong Kong,1528,1113,30773,9455,234,40462,20.139398,0.728403,27.648697,2
2005,12,2005-12-01,365,Indonésia,3681,2317,54232,4273,133,58638,14.732953,0.629449,23.406129,2
2005,12,2005-12-01,386,Itália,502,393,15993,444,31,16468,31.858566,0.782869,40.694656,4
2005,12,2005-12-01,576,Paquistão,410,810,6847,846,0,7693,16.7,1.97561,8.453086,1
2005,12,2005-12-01,776,Tailândia,178,61,1917,310,0,2227,10.769663,0.342697,31.42623,1
2005,12,2005-12-01,858,Vietnã,4125,3250,59205,5137,244,64586,14.352727,0.787879,18.216923,4
2006,1,2006-01-01,160,China,52514,37207,755737,32850,1789,790376,14.391153,0.708516,20.311689,9
2006,1,2006-01-01,365,Indonésia,5584,4372,60680,13648,159,74487,10.866762,0.782951,13.879231,5
2006,1,2006-01-01,386,Itália,1398,1062,88724,1701,20,90445,63.46495,0.759657,83.544256,1
2006,1,2006-01-01,576,Paquistão,380,855,6346,968,0,7314,16.7,2.25,7.422222,1
2006,1,2006-01-01,858,Vietnã,14295,6942,185985,9659,88,195732,13.010493,0.485624,26.791271,4
2006,2,2006-02-01,160,China,97804,72348,1310573,55827,4280,1370680,13.399994,0.739724,18.114848,14
2006,2,2006-02-01,365,Indonésia,8224,6495,104779,3679,523,108981,12.740637,0.789762,16.132256,3
2006,2,2006-02-01,386,Itália,924,693,76775,1163,10,77948,83.089827,0.75,110.786436,1
2006,2,2006-02-01,858,Vietnã,11268,13448,200318,9960,115,210393,17.7776,1.193468,14.895747,2
2006,3,2006-03-01,160,China,178047,112045,1747850,78547,3925,1830322,9.81679,0.6293,15.599536,10
2006,3,2006-03-01,161,Taiwan (Formosa),66,25,1449,86,0,1535,21.954545,0.378788,57.96,1
2006,3,2006-03-01,187,Coreia do Norte,30,11,474,38,0,512,15.8,0.366667,43.090909,1
2006,3,2006-03-01,351,Hong Kong,4696,4212,25525,2535,0,28060,5.435477,0.896934,6.060066,2
2006,3,2006-03-01,365,Indonésia,1008,678,14692,516,45,15253,14.575397,0.672619,21.669617,2
2006,3,2006-03-01,386,Itália,813,606,69019,1138,10,70167,84.894219,0.745387,113.892739,2
2006,3,2006-03-01,776,Tailândia,97,16,567,88,0,655,5.845361,0.164948,35.4375,2
2006,3,2006-03-01,858,Vietnã,15851,15510,284624,9801,25,294450,17.956217,0.978487,18.350999,4
2006,4,2006-04-01,160,China,213556,157116,3254860,108075,6007,3368942,15.241248,0.735713,20.716286,16
2006,4,2006-04-01,161,Taiwan (Formosa),162,173,948,1954,0,2902,5.851852,1.067901,5.479769,2
2006,4,2006-04-01,187,Coreia do Norte,33,11,568,67,0,635,17.212121,0.333333,51.636364,3
2006,4,2006-04-01,190,Coreia do Sul,26,35,304,135,2,441,11.692308,1.346154,8.685714,1
2006,4,2006-04-01,245,Espanha,184,108,1543,67,0,1610,8.38587,0.586957,14.287037,2
2006,4,2006-04-01,351,Hong Kong,66,65,270,501,0,771,4.090909,0.984848,4.153846,2
2006,4,2006-04-01,365,Indonésia,10026,9206,59390,4547,1,63938,5.923599,0.918213,6.451227,2
2006,4,2006-04-01,386,Itália,1519,1138,95099,7343,28,102470,62.60632,0.749177,83.566784,2
2006,4,2006-04-01,576,Paquistão,500,1154,8350,871,0,9221,16.7,2.308,7.235702,1
2006,4,2006-04-01,776,Tailândia,104,15,419,78,0,497,4.028846,0.144231,27.933333,1
2006,4,2006-04-01,858,Vietnã,1904,831,16716,1089,6,17811,8.779412,0.43645,20.115523,4
2006,5,2006-05-01,160,China,110370,87323,929744,56720,1622,988086,8.423883,0.791184,10.647183,14
2006,5,2006-05-01,365,Indonésia,752,520,23369,266,132,23767,31.075798,0.691489,44.940385,1
2006,5,2006-05-01,386,Itália,2,1,212,19,1,232,106.0,0.5,212.0,1
2006,5,2006-05-01,858,Vietnã,8487,5101,104246,3899,329,108474,12.283021,0.601037,20.436385,3
2006,6,2006-06-01,160,China,167624,128422,1659327,71621,2795,1733743,9.899102,0.766131,12.920894,20
2006,6,2006-06-01,161,Taiwan (Formosa),50,26,1198,222,0,1420,23.96,0.52,46.076923,3
2006,6,2006-06-01,187,Coreia do Norte,256,97,4808,328,0,5136,18.78125,0.378906,49.56701,2
2006,6,2006-06-01,190,Coreia do Sul,1786,2214,20252,2039,92,22383,11.339306,1.239642,9.147245,2
2006,6,2006-06-01,249,Estados Unidos,2178,2287,10890,2069,0,12959,5.0,1.050046,4.761697,1
2006,6,2006-06-01,351,Hong Kong,343,217,7660,4057,24,11741,22.332362,0.632653,35.299539,2
2006,6,2006-06-01,365,Indonésia,2687,1913,44939,4165,188,49292,16.7246,0.711946,23.491375,5
2006,6,2006-06-01,386,Itália,1409,1037,89145,8223,51,97419,63.268275,0.735983,85.96432,4
2006,6,2006-06-01,576,Paquistão,400,871,6680,849,0,7529,16.7,2.1775,7.669346,1
2006,6,2006-06-01,776,Tailândia,179,52,2054,186,0,2240,11.47486,0.290503,39.5,4
2006,6,2006-06-01,858,Vietnã,10589,7949,160430,8522,363,169315,15.150628,0.750685,20.182413,11
2006,6,2006-06-01,863,"Virgens, Ilhas (Britânicas)",1176,859,14188,1036,71,15295,12.064626,0.730442,16.51688,1
2006,7,2006-07-01,160,China,196026,151493,2414260,111429,3875,2529564,12.316019,0.772821,15.936446,20
2006,7,2006-07-01,249,Estados Unidos,3,2,375,12,0,387,125.0,0.666667,187.5,1
2006,7,2006-07-01,351,Hong Kong,19404,15250,62546,10429,0,72975,3.223356,0.78592,4.101377,3
2006,7,2006-07-01,365,Indonésia,8307,6512,63190,5113,11,68314,7.606838,0.783917,9.703624,2
2006,7,2006-07-01,386,Itália,8,6,588,35,0,623,73.5,0.75,98.0,2
2006,7,2006-07-01,858,Vietnã,82860,68262,1493510,48555,444,1542509,18.024499,0.823823,21.879084,4
2006,8,2006-08-01,160,China,207708,168391,3639122,129992,4476,3773590,17.520375,0.81071,21.611143,22
2006,8,2006-08-01,161,Taiwan (Formosa),1,1,65,12,0,77,65.0,1.0,65.0,1
2006,8,2006-08-01,245,Espanha,324,333,5532,188,0,5720,17.074074,1.027778,16.612613,1
2006,8,2006-08-01,365,Indonésia,11539,11234,72777,6233,36,79046,6.307046,0.973568,6.47828,2
2006,8,2006-08-01,386,Itália,48,59,3330,719,7,4056,69.375,1.229167,56.440678,2
2006,8,2006-08-01,776,Tailândia,22162,15255,353559,13045,94,366698,15.953389,0.68834,23.176598,2
2006,8,2006-08-01,858,Vietnã,106869,88421,1891185,62907,977,1955069,17.696292,0.827377,21.388415,6
2006,9,2006-09-01,160,China,179846,119580,2775118,120404,5238,2900760,15.430524,0.664902,23.207209,16
2006,9,2006-09-01,351,Hong Kong,9624,9495,30797,3900,0,34697,3.200021,0.986596,3.243497,1
2006,9,2006-09-01,365,Indonésia,2532,897,20780,714,2,21496,8.206951,0.354265,23.166109,2
2006,9,2006-09-01,776,Tailândia,12184,8006,172113,6911,110,179134,14.126149,0.657091,21.498001,2
2006,9,2006-09-01,858,Vietnã,23356,22785,345803,14785,420,361008,14.805746,0.975552,15.176783,2
2006,10,2006-10-01,063,Argentina,5568,5935,77451,703,0,78154,13.910022,1.065912,13.049874,1
2006,10,2006-10-01,160,China,175389,138112,1718517,98883,3519,1820919,9.798317,0.787461,12.442923,15
2006,10,2006-10-01,161,Taiwan (Formosa),112,46,2198,69,0,2267,19.625,0.410714,47.782609,1
2006,10,2006-10-01,249,Estados Unidos,1008,916,45541,2140,228,47909,45.179563,0.90873,49.717249,1
2006,10,2006-10-01,351,Hong Kong,9708,9579,31066,2800,0,33866,3.200041,0.986712,3.243136,1
2006,10,2006-10-01,365,Indonésia,3695,1803,39614,2059,2,41675,10.720974,0.487957,21.971159,4
2006,10,2006-10-01,576,Paquistão,600,1305,11880,1251,0,13131,19.8,2.175,9.103448,1
2006,10,2006-10-01,628,Reino Unido,255,225,7291,1895,36,9222,28.592157,0.882353,32.404444,1
2006,10,2006-10-01,776,Tailândia,14550,10418,208129,7954,12,216095,14.304399,0.716014,19.977827,4
2006,10,2006-10-01,858,Vietnã,102572,90298,1675593,60023,173,1735789,16.335774,0.880338,18.556258,4
2006,11,2006-11-01,160,China,274558,186929,3788961,151971,6868,3947800,13.800221,0.680836,20.269519,12
2006,11,2006-11-01,365,Indonésia,61,25,634,85,0,719,10.393443,0.409836,25.36,2
2006,11,2006-11-01,386,Itália,1874,1410,113387,664,10,114061,60.505336,0.752401,80.416312,2
2006,11,2006-11-01,576,Paquistão,536,1007,13448,2303,0,15751,25.089552,1.878731,13.354518,1
2006,11,2006-11-01,776,Tailândia,19,6,218,21,0,239,11.473684,0.315789,36.333333,2
2006,11,2006-11-01,858,Vietnã,4189,3177,78667,2702,345,81714,18.779422,0.758415,24.76141,4
2006,12,2006-12-01,098,Bósnia-Herzegovina,78,88,725,343,0,1068,9.294872,1.128205,8.238636,1
2006,12,2006-12-01,160,China,141485,108261,1395395,68719,969,1465083,9.862494,0.765177,12.889175,10
2006,12,2006-12-01,161,Taiwan (Formosa),86,28,1439,117,0,1556,16.732558,0.325581,51.392857,1
2006,12,2006-12-01,365,Indonésia,6178,3369,95052,3310,27,98389,15.385562,0.545322,28.213713,3
2006,12,2006-12-01,383,Israel,2100,3200,8205,1000,0,9205,3.907143,1.52381,2.564062,1
2006,12,2006-12-01,386,Itália,312,243,25028,675,1,25704,80.217949,0.778846,102.995885,1
2006,12,2006-12-01,776,Tailândia,18964,12362,307817,11533,5,319355,16.231649,0.651867,24.900259,4
2006,12,2006-12-01,858,Vietnã,51394,43269,841779,29071,122,870972,16.378935,0.841908,19.454552,5
2007,1,2007-01-01,063,Argentina,1758,1303,26335,393,0,26728,14.980091,0.741183,20.211051,1
2007,1,2007-01-01,160,China,44816,35753,669573,84892,1445,755910,14.94049,0.797773,18.727743,12
2007,1,2007-01-01,161,Taiwan (Formosa),320,157,5519,468,0,5987,17.246875,0.490625,35.152866,4
2007,1,2007-01-01,187,Coreia do Norte,3,1,85,5,0,90,28.333333,0.333333,85.0,1
2007,1,2007-01-01,190,Coreia do Sul,178,187,1993,136,9,2138,11.196629,1.050562,10.657754,1
2007,1,2007-01-01,249,Estados Unidos,6652,6577,46217,6841,0,53058,6.947835,0.988725,7.027064,2
2007,1,2007-01-01,351,Hong Kong,9900,9809,37168,4609,26,41803,3.754343,0.990808,3.789173,2
2007,1,2007-01-01,365,Indonésia,1386,1096,31521,1409,173,33103,22.742424,0.790765,28.760036,3
2007,1,2007-01-01,386,Itália,405,279,17177,837,2,18016,42.412346,0.688889,61.566308,2
2007,1,2007-01-01,776,Tailândia,21,8,302,35,0,337,14.380952,0.380952,37.75,2
2007,1,2007-01-01,858,Vietnã,23912,20759,375661,19631,444,395736,15.710146,0.868142,18.096296,8
2007,2,2007-02-01,063,Argentina,9240,6853,13812,452,0,14264,1.494805,0.741667,2.015468,1
2007,2,2007-02-01,160,China,451730,343183,4970430,274598,5688,5250716,11.003099,0.759708,14.483322,18
2007,2,2007-02-01,190,Coreia do Sul,4581,5366,42101,3581,108,45790,9.190351,1.17136,7.845881,2
2007,2,2007-02-01,351,Hong Kong,3480,3844,94639,3493,353,98485,27.195115,1.104598,24.619927,1
2007,2,2007-02-01,365,Indonésia,2636,1536,57693,2510,278,60481,21.886571,0.582701,37.560547,1
2007,2,2007-02-01,576,Paquistão,380,791,9015,1977,0,10992,23.723684,2.081579,11.396966,1
2007,2,2007-02-01,776,Tailândia,7830,8379,100124,5273,0,105397,12.787229,1.070115,11.949397,1
2007,2,2007-02-01,858,Vietnã,127275,104816,2106084,92075,326,2198485,16.547507,0.82354,20.093154,4
2007,2,2007-02-01,863,"Virgens, Ilhas (Britânicas)",4236,2293,59986,1916,1,61903,14.161001,0.541313,26.160488,1
2007,3,2007-03-01,160,China,259546,183940,2966359,164256,4903,3135518,11.42903,0.708699,16.126775,19
2007,3,2007-03-01,161,Taiwan (Formosa),561,493,3840,6436,0,10276,6.84492,0.878788,7.789047,3
2007,3,2007-03-01,187,Coreia do Norte,21,6,437,22,0,459,20.809524,0.285714,72.833333,1
2007,3,2007-03-01,249,Estados Unidos,17576,15518,93837,9039,0,102876,5.338928,0.882909,6.046978,2
2007,3,2007-03-01,351,Hong Kong,1104,1021,27747,3797,108,31652,25.133152,0.924819,27.176298,2
2007,3,2007-03-01,365,Indonésia,1786,910,18488,1088,55,19631,10.351624,0.509518,20.316484,2
2007,3,2007-03-01,776,Tailândia,542,459,7071,375,0,7446,13.046125,0.846863,15.405229,2
2007,3,2007-03-01,858,Vietnã,41409,32595,607461,41948,548,649957,14.669782,0.787148,18.636631,6
2007,4,2007-04-01,160,China,586452,413474,6066218,290457,10678,6367353,10.343929,0.705043,14.671341,15
2007,4,2007-04-01,161,Taiwan (Formosa),10,3,308,3,0,311,30.8,0.3,102.666667,1
2007,4,2007-04-01,386,Itália,240,180,12550,2150,2,14702,52.291667,0.75,69.722222,1
2007,4,2007-04-01,776,Tailândia,11961,7342,191463,6735,8,198206,16.007274,0.613828,26.077772,1
2007,4,2007-04-01,858,Vietnã,60392,52294,975276,37963,540,1013779,16.149093,0.865909,18.649864,3
2007,5,2007-05-01,081,Bangladesh,4800,2500,21303,1500,44,22847,4.438125,0.520833,8.5212,1
2007,5,2007-05-01,160,China,310838,210904,2739700,162852,2964,2905516,8.813916,0.678501,12.99027,19
2007,5,2007-05-01,161,Taiwan (Formosa),1,1,23,8,0,31,23.0,1.0,23.0,1
2007,5,2007-05-01,365,Indonésia,4788,2607,54775,2982,196,57953,11.440058,0.544486,21.01074,2
2007,5,2007-05-01,386,Itália,153,120,1346,103,0,1449,8.797386,0.784314,11.216667,1
2007,5,2007-05-01,576,Paquistão,820,1405,17220,1487,0,18707,21.0,1.713415,12.256228,1
2007,5,2007-05-01,820,Tunísia,30,45,3704,901,11,4616,123.466667,1.5,82.311111,1
2007,5,2007-05-01,858,Vietnã,103656,77947,1491900,66899,1334,1560133,14.392799,0.751978,19.139928,7
2007,6,2007-06-01,160,China,339230,248945,3342570,218549,5800,3566919,9.853403,0.733853,13.426942,16
2007,6,2007-06-01,161,Taiwan (Formosa),1439,1217,28720,2360,19,31099,19.958304,0.845726,23.599014,3
2007,6,2007-06-01,187,Coreia do Norte,76,29,1514,105,0,1619,19.921053,0.381579,52.206897,1
2007,6,2007-06-01,351,Hong Kong,3543,4219,50152,4646,26,54824,14.155236,1.190799,11.887177,4
2007,6,2007-06-01,365,Indonésia,2585,5694,95953,6707,528,103188,37.119149,2.202708,16.851598,4
2007,6,2007-06-01,628,Reino Unido,26,14,361,443,4,808,13.884615,0.538462,25.785714,1
2007,6,2007-06-01,776,Tailândia,251,90,3822,330,0,4152,15.227092,0.358566,42.466667,2
2007,6,2007-06-01,858,Vietnã,61298,49960,915249,40751,665,956665,14.93114,0.815035,18.319636,6
2007,7,2007-07-01,160,China,290527,216268,2961532,169214,4707,3135453,10.193655,0.744399,13.693806,19
2007,7,2007-07-01,161,Taiwan (Formosa),2,1,84,23,0,107,42.0,0.5,84.0,1
2007,7,2007-07-01,187,Coreia do Norte,7,2,79,9,0,88,11.285714,0.285714,39.5,1
2007,7,2007-07-01,365,Indonésia,3906,2163,58058,3222,123,61403,14.863799,0.553763,26.841424,5
2007,7,2007-07-01,386,Itália,783,577,43697,1786,42,45525,55.807152,0.736909,75.731369,3
2007,7,2007-07-01,776,Tailândia,1845,1279,29881,1286,0,31167,16.195664,0.693225,23.362783,2
2007,7,2007-07-01,858,Vietnã,19560,16516,337957,13817,260,352034,17.277965,0.844376,20.4624,5
2007,8,2007-08-01,160,China,349191,250198,4056257,280458,6278,4342993,11.616156,0.716508,16.212188,22
2007,8,2007-08-01,190,Coreia do Sul,20,38,1623,270,0,1893,81.15,1.9,42.710526,1
2007,8,2007-08-01,365,Indonésia,1752,1107,16086,1386,14,17486,9.181507,0.631849,14.531165,2
2007,8,2007-08-01,386,Itália,3033,1965,79966,1242,373,81581,26.365315,0.647873,40.695165,2
2007,8,2007-08-01,576,Paquistão,1100,2400,25100,2590,0,27690,22.818182,2.181818,10.458333,1
2007,8,2007-08-01,776,Tailândia,3384,2269,52591,1998,68,54657,15.541076,0.670508,23.178052,2
2007,8,2007-08-01,858,Vietnã,95809,71559,1457462,65709,2525,1525696,15.212162,0.746892,20.367277,4
2007,8,2007-08-01,863,"Virgens, Ilhas (Britânicas)",240,204,2655,303,0,2958,11.0625,0.85,13.014706,1
2007,9,2007-09-01,160,China,255891,174766,2724826,165053,5639,2895518,10.648385,0.68297,15.591282,17
2007,9,2007-09-01,161,Taiwan (Formosa),259,71,5117,351,0,5468,19.756757,0.274131,72.070423,2
2007,9,2007-09-01,187,Coreia do Norte,30,8,549,37,0,586,18.3,0.266667,68.625,1
2007,9,2007-09-01,351,Hong Kong,5076,4673,143550,4306,532,148388,28.280142,0.920607,30.719024,1
2007,9,2007-09-01,365,Indonésia,4517,1633,30601,4609,0,35210,6.774629,0.361523,18.73913,4
2007,9,2007-09-01,386,Itália,121,134,8035,1341,8,9384,66.404959,1.107438,59.962687,2
2007,9,2007-09-01,776,Tailândia,2,1,26,5,0,31,13.0,0.5,26.0,1
2007,9,2007-09-01,858,Vietnã,114300,88350,1717098,81212,2540,1800850,15.02273,0.772966,19.435178,7
2007,10,2007-10-01,111,Bulgária,16,14,1039,278,3,1320,64.9375,0.875,74.214286,1
2007,10,2007-10-01,160,China,533002,365834,5647019,334768,10515,5992302,10.594743,0.686365,15.436015,25
2007,10,2007-10-01,161,Taiwan (Formosa),19,7,227,45,0,272,11.947368,0.368421,32.428571,1
2007,10,2007-10-01,245,Espanha,88,71,1483,90,5,1578,16.852273,0.806818,20.887324,2
2007,10,2007-10-01,249,Estados Unidos,65,17,1658,1039,0,2697,25.507692,0.261538,97.529412,3
2007,10,2007-10-01,365,Indonésia,22,19,576,382,2,960,26.181818,0.863636,30.315789,1
2007,10,2007-10-01,386,Itália,157,142,13127,2054,113,15294,83.611465,0.904459,92.443662,3
2007,10,2007-10-01,576,Paquistão,1300,2500,29550,2419,0,31969,22.730769,1.923077,11.82,1
2007,10,2007-10-01,858,Vietnã,91112,62787,1153314,67638,1878,1222830,12.658201,0.689119,18.368675,6
2007,11,2007-11-01,160,China,253879,189864,1945039,156907,3462,2105408,7.661284,0.747852,10.24438,16
