brand,franchise_label_auto,n_skus_franchise,n_gps_franchise,gens_detected,first_seen,last_seen,example_names,KEEP_MERGE_SPLIT,new_franchise_label,merge_with_franchise,note
Adidas,Runfalcon,1406,73,"3,5",2023-09-12,2026-05-21,Tênis Masculino adidas Runfalcon 5 | Tênis adidas RunFalcon 5 Feminino | Tênis adidas Runfalcon 5 - Feminino | Tênis adidas Runfalcon 5 Masculino,,,,
Adidas,VL Court 3.0,1141,35,,2025-07-28,2026-05-21,Tênis adidas VL Court 3.0 Masculino | Tênis Masculino adidas VL Court 3.0 | Tênis adidas VL Court 3.0 Feminino | Tênis adidas Vl Court 3.0 - Masculino,,,,
Adidas,Ultraboost,786,30,"5,22",2025-07-28,2026-05-21,Tênis adidas Ultraboost 5 Masculino | Tênis adidas Ultraboost 5 Feminino | Tênis adidas Ultraboost 5 - Masculino | Tênis adidas Ultraboost 5 - Feminino,,,,
Adidas,Duramo SL,745,20,2,2023-09-06,2026-05-21,Tênis adidas Duramo SL 2 Masculino | Tênis adidas Duramo Sl 2 - Feminino | Tênis adidas Duramo SL - Feminino | Tênis adidas Duramo SL 2 - Masculino,,,,
Adidas,Duramo Speed,725,28,2,2023-09-13,2026-05-21,Tênis adidas Duramo Speed 2 Masculino | Tênis Feminino adidas Duramo Speed 2 | Tênis adidas Duramo Speed 2 - Masculino | Tênis adidas Duramo Speed 2 Feminino,,,,
Adidas,Barreda,698,22,,2025-07-28,2026-05-21,Tênis adidas Barreda - Masculino | Tênis Masculino adidas Barreda | Tênis Feminino adidas Barreda | Tênis adidas Barreda - Feminino,,,,
Adidas,Grand Court 2.0,669,24,3,2023-08-12,2026-05-21,Tênis adidas Grand Court 2.0 - Infantil | Tênis adidas Grand Court 2.0 - Masculino | Tênis Infantil adidas Grand Court 2.0 | Tênis adidas Grand Court 2.0 - Feminino,,,,
Adidas,Grand Court Alpha,654,26,0,2025-07-28,2026-05-21,Tênis adidas Grand Court Alpha - Masculino | Tênis Feminino adidas Grand Court Alpha | Tênis Masculino adidas Grand Court Alpha | Tênis adidas Grand Court Alpha - Feminino,,,,
Adidas,F50 Club,608,35,,2025-07-28,2026-05-21,Chuteira Society Infantil adidas F50 Club | Chuteira Society Adulto adidas F50 Club | Chuteira Society adidas F50 Club - Adulto | Chuteira de Campo Infantil adidas F50 Club,,,,
Adidas,Advantage Base 2.0,570,24,,2025-07-28,2026-05-21,Tênis adidas Advantage Base 2.0 Infantil | Tênis adidas Advantage Base 2.0 - Masculino | Tênis adidas Advantage Base 2.0 Feminino | Tênis adidas Advantage Base 2.0 - Infantil,,,,
Adidas,F50 League,560,28,,2025-07-28,2026-05-21,Chuteira de Campo Adulto adidas F50 League | Chuteira Society Infantil adidas F50 League | Chuteira Society Adulto adidas F50 League | Chuteira Society Adulto Adidas F50 League,,,,
Adidas,Dropset,556,22,"2,3,4",2025-07-28,2026-05-21,Tênis adidas Dropset 3 - Unissex | Tênis Masculino adidas Dropset 4 Power Trainer | Tênis adidas Dropset 3 - Feminino | Tênis adidas Dropset 3 Trainer Feminino,,,,
Adidas,Predator Club,553,32,,2025-07-28,2026-05-21,Chuteira Society Infantil adidas Predator Club | Chuteira de Campo Adulto adidas Predator Club | Chuteira Society Adulto adidas Predator Club | Chuteira Society adidas Predator Club - Adulto,,,,
Adidas,Response,536,25,"2,3",2025-07-28,2026-05-21,Tênis Masculino adidas Response | Tênis Masculino adidas Response 2 | Tênis Masculino Adidas Response 2 | TÊNIS ADIDAS RESPONSE - MASCULINO,,,,
Adidas,Predator League,492,39,24,2025-07-28,2026-05-21,Chuteira Society Adulto adidas Predator League | Chuteira Society adidas Predator League - Adulto | Chuteira de Campo Adulto adidas Predator League | Chuteira de Campo Infantil Adidas Predator League,,,,
Adidas,Supernova Rise,480,24,"2,3",2025-07-28,2026-05-21,Tênis adidas Supernova Rise 2 Masculino | Tênis adidas Supernova Rise 2 - Masculino | Tênis Feminino adidas Supernova Rise 3 | Tênis Masculino adidas Supernova Rise 3,,,,
Adidas,Lite Racer 4.0,474,14,,2025-07-28,2026-05-21,Tênis adidas Lite Racer 4.0 Masculino | Tênis adidas Lite Racer 4.0 - Masculino | Tênis Feminino adidas Lite Racer 4.0 | Tênis adidas Lite Racer 4.0 - Feminino,,,,
Adidas,Duramo Rc2,452,15,,2025-07-28,2026-05-21,Tênis Masculino adidas Duramo RC2 | Tênis Feminino adidas Duramo RC2 | Tênis Feminino Adidas Duramo RC2 | Tênis adidas Duramo RC2 Masculino,,,,
Adidas,Barreda Decode,446,14,,2025-07-28,2026-05-21,Tênis adidas Barreda Decode - Masculino | Tênis Masculino adidas Barreda Decode | Tênis adidas Barreda Decode - Feminino | Tênis adidas Barreda Decode Masculino,,,,
Adidas,Courtblock,426,16,,2025-07-28,2026-05-21,Tênis adidas Courtblock - Masculino | Tênis adidas Courtblock Masculino | Tênis Feminino adidas Courtblock | Tênis adidas Courtblock - Feminino,,,,
Adidas,Galaxy,421,23,"5,6,7",2023-08-30,2026-05-21,Tênis adidas Galaxy 7 - Masculino | Tênis Masculino adidas Galaxy 7 | Tênis adidas Galaxy 7 - Feminino | Tênis Feminino adidas Galaxy 7,,,,
Adidas,Adilette Aqua,407,24,,2023-09-27,2026-05-21,Chinelo adidas Adilette Aqua - Slide - Unissex | Chinelo adidas Adilette Aqua - Unissex | Chinelo adidas Adilette Aqua - Masculino | Chinelo adidas Adilette Aqua Unissex,,,,
Adidas,Copa Pure,400,44,"2,3,23",2025-07-28,2026-05-21,Chuteira Society adidas Copa Pure 2 Club Adulto | Chuteira Society Adulto adidas Copa Pure 2 Club | Chuteira Society Adulto adidas Copa Pure 3 Club | Chuteira Society adidas Copa Pure 2 Club Jr - Infantil,,,,
Adidas,Run,386,43,"50,60,70,72,84",2023-09-14,2026-05-21,Tênis adidas Run 70S 2.0 - Masculino | Tênis adidas Run 70s 2.0 Masculino | Tênis adidas Run 72 - Masculino | Tênis Feminino adidas Run 70s 2.0,,,,
Adidas,Response Runner,374,20,"2,3",2023-09-27,2026-05-21,Tênis Unissex adidas Response Runner 2 | Tênis adidas Response Runner - Unissex | Tênis Unissex adidas Response Runner | Tênis Masculino adidas Response Runner,,,,
Adidas,Adizero Drive RC,367,17,,2025-07-28,2026-05-21,Tênis adidas Adizero Drive RC Masculino | Tênis adidas Adizero Drive RC Feminino | Tênis adidas Adizero Drive RC -Masculino | Tênis Feminino adidas Adizero Drive RC,,,,
Adidas,Grand Court Base,354,24,"0,2,3",2023-09-01,2026-05-21,Tênis adidas Grand Court Base 00S - Masculino | Tênis adidas Grand Court Base 00S - Feminino | Tênis Masculino adidas Grand Court Base | Tênis Masculino adidas Grand Court Base 00S,,,,
Adidas,Predator,350,58,"1,3,4,22,23,24,25",2023-09-06,2026-05-21,Chuteira Society adidas Predator 24 Club - Adulto | Chuteira Society Infantil adidas Predator 25 Essentials | Chuteira Society Adulto adidas Predator 25 Essentials | Chuteira de Campo Adulto adidas Predator 25 Essentials,,,,
Adidas,Grand Court Base 2.0,323,17,,2025-07-28,2026-05-21,Tênis adidas Grand Court Base 2.0 - Masculino | Tênis Masculino adidas Grand Court Base 2.0 | Tênis adidas Grand Court Base 2.0 - Feminino | Tênis Feminino adidas Grand Court Base 2.0,,,,
Adidas,Adizero Boston,318,11,"11,12,13",2025-07-28,2026-05-21,Tênis Masculino adidas Adizero Boston 13 | Tênis Feminino adidas Adizero Boston 13 | Tênis adidas Adizero Boston 12 - Masculino | Tênis adidas Adizero Boston 12 - Feminino,,,,
Adidas,Ultrarun,315,19,5,2025-07-28,2026-05-21,Tênis adidas UltraRun 5 Feminino | Tênis adidas UltraRun 5 Masculino | Tênis Feminino adidas Ultrarun 5 | Tênis adidas Ultrarun 5 Tr - Masculino,,,,
Adidas,Grand Court,306,24,"0,2,20",2025-07-28,2026-05-21,Tênis Infantil adidas Grand Court | Tênis adidas Grand Court - Infantil | Tênis Infantil adidas Grand Court 00s | Tênis adidas Grand Court 00S - Infantil,,,,
Adidas,Streettalk,304,14,,2025-09-25,2026-05-21,Tênis Infantil adidas Streettalk | Tênis Masculino adidas Streettalk | Tênis Feminino adidas Streettalk | Tênis adidas Streettalk Feminino,,,,
Adidas,Deportivo Iii,302,18,,2025-07-28,2026-05-21,Chuteira de Campo adidas Deportivo III Júnior | Chuteira de Campo adidas Deportivo III Adulto | Chuteira Society adidas Deportivo III Adulto | Chuteira Society adidas Deportivo III Júnior,,,,
Adidas,Adizero Evo SL,291,15,2,2025-07-28,2026-05-21,Tênis Masculino adidas Adizero EVO SL | Tênis Feminino adidas Adizero Evo SL | Tênis Masculino adidas Adizero Evo SL | Tênis adidas Adizero Evo SL - Feminino,,,,
Adidas,Lightblaze,291,13,,2025-07-28,2026-05-21,Tênis adidas Lightblaze - Feminino | Tênis adidas Lightblaze - Masculino | Tênis Masculino adidas Lightblaze | Tênis adidas Lightblaze Masculino,,,,
Adidas,Park St 2.0,288,15,,2025-07-28,2026-05-21,Tênis Masculino adidas Park St 2.0 | Tênis Feminino adidas Park St 2.0 | Tênis Masculino adidas Park ST 2.0 | Tênis Feminino adidas Park ST 2.0,,,,
Adidas,Questar,288,18,"2,3",2023-09-12,2026-05-21,Tênis adidas Questar 3 - Masculino | Tênis adidas Questar 3 - Feminino | Tênis Masculino adidas Questar 3 | Tênis Feminino adidas Questar 3,,,,
Adidas,Duramo RC,279,28,2,2025-07-28,2026-05-21,Tênis Feminino adidas Duramo RC 2 | Tênis Masculino adidas Duramo RC 2 | Tênis adidas Duramo Rc - Masculino | Tênis adidas Duramo Rc - Feminino,,,,
Adidas,VL Court Base,265,16,,2025-07-28,2026-05-21,Tênis adidas Vl Court Base - Unissex | Tênis Feminino adidas VL Court Base | Tênis adidas Vl Court Base - Masculino | Tênis adidas VL Court Base - Masculino,,,,
Adidas,Adizero Adios Pro,251,13,"3,4",2025-07-28,2026-05-21,Tênis Masculino Adidas Adizero Adios Pro 4 | Tênis adidas Adizero Adios Pro 4 Feminino | Tênis adidas Adizero Adios Pro 3 - Feminino | Tênis adidas Adizero Adios Pro 3 - Unissex,,,,
Adidas,Response Super,245,9,,2025-07-28,2026-05-21,Tênis adidas Response Super Masculino | Tênis adidas Response Super - Feminino | TÊNIS ADIDAS RESPONSE SUPER - FEMININO | Tênis Feminino adidas Response Super,,,,
Adidas,VL Court Bold,245,10,,2025-07-28,2026-05-21,Tênis adidas Vl Court Bold - Feminino | Tênis adidas VL Court Bold Feminino | Tênis Feminino adidas VL Court Bold | Tênis Feminino adidas Vl Court Bold,,,,
Adidas,Daily 4.0,241,10,,2025-07-28,2026-05-21,Tênis Unissex adidas Daily 4.0 | Tênis adidas Daily 4.0 - Unissex | Tênis adidas DAILY 4.0 - Unissex | Tênis adidas Daily 4.0 Masculino,,,,
Adidas,Supernova Stride,237,8,2,2025-07-28,2026-05-21,Tênis adidas Supernova Stride - Masculino | Tênis adidas Supernova Stride 2 - Masculino | Tênis adidas Supernova Stride Masculino | Tênis adidas Supernova Stride - Feminino,,,,
Adidas,Duramo Sl2,235,18,,2025-07-28,2026-05-21,TÊNIS ADIDAS DURAMO SL2 - FEMININO | Tênis Masculino adidas Duramo SL2 | Tênis adidas Duramo SL2 - Feminino | Tênis Feminino adidas Duramo SL2,,,,
Adidas,Adilette Shower,231,25,,2023-05-10,2026-05-21,Chinelo Slide adidas Adilette Shower - Adulto | Chinelo adidas Adilette Shower Slide - Infantil | Chinelo adidas Adilette Shower - Unissex | Chinelo adidas Adilette Shower - Slide - Masculino,,,,
Adidas,Advantage Base,230,16,"2,20",2023-08-26,2026-05-21,Tênis adidas Advantage Base - Masculino | Tênis adidas Advantage Base - Feminino | Tênis Masculino adidas Advantage Base | Tênis Infantil adidas Advantage Base,,,,
Adidas,Rapidmove Adv,230,21,2,2025-07-28,2026-05-21,Tênis adidas Rapidmove Adv 2 - Masculino | Tênis Masculino adidas Rapidmove ADV 2 | Tênis adidas Rapidmove ADV 2 Trainer W - Feminino | Tênis Feminino adidas Rapidmove ADV 2,,,,
Adidas,Supernova Ease,229,16,2,2025-07-28,2026-05-21,Tênis adidas Masculino Supernova Ease 2 | Tênis Masculino adidas Supernova Ease | Tênis Feminino Adidas Supernova Ease 2 | Tênis adidas Feminino Supernova Ease 2,,,,
Adidas,Eclyptix,214,13,0,2025-07-28,2026-05-21,Tênis adidas Eclyptix 2000 - Masculino | Tênis adidas Eclyptix 2000 - Feminino | Tênis Masculino adidas Eclyptix 2000 | Tênis Eclyptix 2000 adidas - Masculino,,,,
Adidas,Barricade,211,35,"13,14",2025-07-28,2026-05-21,Tênis Masculino adidas Barricade 13 | Tênis adidas Barricade 13 - Masculino | Tênis  adidas Barricade 13 - Unissex | Tênis adidas Barricade 13 - All Court - Masculino,,,,
Adidas,Futsal F50 League,211,13,,2025-07-28,2026-05-21,Chuteira Futsal Adulto adidas F50 League | Chuteira Futsal Adulto Adidas F50 League | Chuteira Futsal adidas F50 League - Adulto | Chuteira Futsal adidas F50 League - Infantil,,,,
Adidas,Vs Pace 2.0,209,14,,2025-07-28,2026-05-21,Tênis adidas Vs Pace 2.0 - Masculino | Tênis Masculino adidas VS Pace 2.0 | Tênis adidas VS Pace 2.0 - Masculino | Tênis adidas Vs Pace 2.0 Masculino,,,,
Adidas,Futsal Deportivo Iii,208,9,,2025-07-28,2026-05-21,Chuteira Futsal adidas Deportivo III Júnior | Chuteira Futsal adidas Deportivo III - Infantil | Chuteira Futsal Infantil adidas Deportivo III | Chuteira Futsal Adulto adidas Deportivo III,,,,
Adidas,Futsal F50 Club,208,11,,2025-07-28,2026-05-21,Chuteira Futsal Adulto adidas F50 Club | Chuteira Futsal adidas F50 Club - Adulto | Chuteira Futsal Infantil adidas F50 Club | Chuteira Futsal Infantil Adidas F50 Club,,,,
Adidas,Grand Court 3.0,194,11,,2025-12-11,2026-05-21,Tênis Infantil adidas Grand Court 3.0 | Tênis Masculino adidas Grand Court 3.0 | Tênis Masculino Adidas Grand Court 3.0 | Tênis Infantil Adidas Grand Court 3.0,,,,
Adidas,Switch Move,194,9,,2023-09-12,2026-05-21,Tênis adidas Switch Move - Feminino | Tênis adidas Switch Move Unissex | Tênis Unissex adidas Switch Move | Tênis adidas Switch Move - Adulto,,,,
Adidas,Advantage 2.0,187,11,,2025-07-28,2026-05-21,Tênis adidas Advantage 2.0 - Masculino | Tênis Feminino adidas Advantage 2.0 | Tênis adidas Advantage 2.0 Feminino | Tênis adidas Advantage 2.0 Masculino,,,,
Adidas,Adistar,175,8,"3,4",2025-07-28,2026-05-21,Tênis Masculino Adidas Adistar 4 | Tênis adidas Adistar 4 Feminino | Tênis Masculino adidas Adistar 4 | Tênis Feminino adidas Adistar 4,,,,
Adidas,Park St,175,14,,2023-08-21,2026-05-21,Tênis adidas Park St - Masculino | Tênis Masculino adidas Park ST | Tênis adidas Park ST - Feminino | Tênis adidas Park St Masculino,,,,
Adidas,Advantage,171,9,,2023-09-13,2026-05-21,Tênis adidas Advantage - Feminino | Tênis adidas Advantage - Masculino | Tênis adidas Advantage - Infantil | Tênis Infantil adidas Advantage,,,,
Adidas,Urban Court,169,10,,2025-07-28,2026-05-21,Tênis Masculino adidas Urban Court | Tênis adidas Urban Court Feminino | Tênis Feminino adidas Urban Court | Tênis adidas Urban Court Masculino,,,,
Adidas,Tensaur Sport 3.0,166,5,,2025-12-11,2026-05-21,Tênis Infantil adidas Tensaur Sport 3.0 | Tênis adidas Tensaur Sport 3.0 Infantil | Tênis adidas Tensaur Sport 3.0 - Unissex | Tênis infantil Adidas Tensaur Sport 3.0,,,,
Adidas,Ligra,162,11,"7,8",2023-09-13,2026-05-21,Tênis Masculino adidas Ligra 8 | Tênis adidas Indoor Ligra 8 - Masculino | Tênis adidas Ligra 8 - Unissex | Tênis Feminino adidas Ligra 8 W,,,,
Adidas,Ultimashow 2.0,161,5,,2025-07-28,2026-05-21,Tênis adidas Ultimashow 2.0 - Masculino | Tênis Masculino adidas Ultimashow 2.0 | Tênis adidas Ultimashow 2.0 - Feminino | Tênis Infantil Adidas Ultimashow 2.0,,,,
Adidas,Street Talk,158,7,,2025-09-04,2026-05-21,Tênis Infantil adidas Street Talk | Tênis Masculino adidas Street Talk | Tênis adidas Street Talk Infantil | Tênis Feminino adidas Street Talk,,,,
Adidas,Futsal Predator League,154,12,24,2025-07-28,2026-05-21,Chuteira Futsal adidas Predator League - Adulto | Chuteira Futsal Infantil adidas Predator League | Chuteira Futsal Adulto adidas Predator League | Chuteira Futsal Infantil Adidas Predator League,,,,
Adidas,Hoops 4.0,151,10,,2025-07-28,2026-05-21,Tênis adidas Hoops 4.0 - Unissex | Tênis adidas Hoops 4.0 - Infantil | Tênis Unissex adidas Hoops 4.0 | Tênis Infantil Adidas Hoops 4.0,,,,
Adidas,Futsal Predator Club Sala,149,8,,2025-07-28,2026-05-21,Chuteira Futsal Adulto adidas Predator Club Sala | Chuteira Futsal adidas Predator Club Sala - Adulto | Chuteira Futsal Adulto Adidas Predator Club Sala | Chuteira Futsal Infantil adidas Predator Club Sala,,,,
Adidas,Galaxy Star 2.0,149,12,,2025-07-28,2026-05-21,Tênis adidas Galaxy Star 2.0 - Masculino | Tênis Masculino adidas Galaxy Star 2.0 | Tênis adidas Galaxy Star 2.0 - Unissex | Tênis Feminino adidas Galaxy Star 2.0,,,,
Adidas,Gamecourt,148,16,2,2025-07-28,2026-05-21,Tênis adidas Gamecourt 2 - Masculino | Tênis Masculino adidas Gamecourt 2 | Tênis adidas Gamecourt 2 - Feminino | Tênis Feminino adidas GameCourt 2,,,,
Adidas,Anthony Edwards,146,7,"1,2",2025-07-28,2026-05-21,Tênis adidas Anthony Edwards 1 Low - Unissex | Tênis Unissex adidas Anthony Edwards 2 | Tênis Unissex adidas Anthony Edwards 1 Low | Tênis adidas Anthony Edwards 1 Low - Adulto,,,,
Adidas,Tensaur Sport 3.0 Cf,145,3,,2025-12-18,2026-05-21,Tênis Infantil adidas Tensaur Sport 3.0 CF | Tênis adidas Tensaur Sport 3.0 CF Infantil | Tênis Tensaur Sport 3.0 CF adidas Infantil,,,,
Adidas,VL Court,145,17,30,2025-07-28,2026-05-21,Tênis Feminino adidas VL Court | Tênis adidas Vl Court - Infantil | Tênis adidas Vl Court Feminino | Tênis Masculino adidas VL Court,,,,
Adidas,Break Start,141,11,0,2025-07-28,2026-05-21,Tênis Infantil adidas Break Start | Tênis adidas Break Start 2000 Unissex | Tênis adidas Break Start - Infantil | Tênis Infantil Adidas Break Start,,,,
Adidas,Hoops Classic,141,9,,2025-12-18,2026-05-21,Tênis Unissex adidas Hoops Classic | Tênis adidas Hoops Classic Unissex | Tênis Masculino adidas Hoops Classic | Tênis Infantil adidas Hoops Classic,,,,
Adidas,Futsal Predator,138,17,"3,4,22,24,25",2023-09-11,2026-05-21,Chuteira Futsal Adulto adidas Predator 25 Essentials | Chuteira Futsal Infantil adidas Predator 25 Essentials | Chuteira Futsal adidas Predator 24 League Low - Adulto | Chuteira Futsal adidas Predator 3 League - Adulto,,,,
Adidas,Response Runner U,138,4,,2023-09-01,2026-05-21,Tênis adidas Response Runner U - Unissex | Tênis adidas Response Runner U - Masculino | Tênis Feminino adidas Response Runner U | Tênis adidas Response Runner U Masculino,,,,
Adidas,F50 Club Messi,137,12,,2025-07-28,2026-05-21,Chuteira Society Adulto adidas F50 Club Messi | Chuteira de Campo adidas F50 Club Messi Júnior | Chuteira Society adidas F50 Club Messi Adulto | Chuteira de Campo Infantil adidas F50 Club Messi,,,,
Adidas,Grand Court Base 3.0,137,10,,2026-01-01,2026-05-21,Tênis Masculino adidas Grand Court Base 3.0 | Tênis Feminino adidas Grand Court  Base 3.0 | Tênis Feminino adidas Grand Court Base 3.0 | Tênis Feminino Adidas Grand Court Base 3.0,,,,
Adidas,Latin Run 2.0,136,13,,2025-07-28,2026-05-21,Tênis Masculino adidas Latin Run 2.0 | Tênis Feminino adidas Latin Run 2.0 | Tênis adidas Latin Run 2.0 Masculino | TÊNIS ADIDAS LATIN RUN 2.0 - FEMININO,,,,
Adidas,Acelera,135,11,2,2025-07-28,2026-05-21,Tênis Masculino adidas Acelera 2 | Tênis Feminino adidas Acelera 2 | TÊNIS ADIDAS ACELERA FEMININO | Tênis adidas Acelera - Feminino,,,,
Adidas,Predator Elite,131,11,"1,24",2025-07-28,2026-05-21,Chuteira de Campo adidas Predator Elite - Adulto | Chuteira de Campo Adulto adidas Predator Elite | Chuteira De Campo Adidas Predator Elite - Adulto | Chuteira de Campo Adulto Adidas Predator Elite,,,,
Adidas,Tensaur Sport 2.0,131,6,,2025-07-28,2026-05-21,Tênis adidas Tensaur Sport 2.0 - Infantil | Tênis Infantil adidas Tensaur Sport 2.0 | Tênis adidas Tensaur Sport 2.0 Infantil | Tênis Adidas Tensaur Sport 2.0 - Infantil,,,,
Adidas,Futsal Predator Club,127,8,,2025-07-28,2026-05-21,Chuteira Futsal Infantil adidas Predator Club | Chuteira Futsal adidas Predator Club Infantil | Chuteira Futsal Adulto adidas Predator Club | Chuteira Futsal adidas Predator Club - Adulto,,,,
Adidas,Courtjam Control,126,19,3,2025-07-28,2026-05-21,Tênis adidas Courtjam Control 3 Tennis - Masculino | Tênis adidas Courtjam Control 3 Tennis - Feminino | Tênis adidas Courtjam Control 3 - Masculino | Tênis adidas Courtjam Control 3 - All Court - Masculino,,,,
Adidas,F50 Messi Club,124,9,,2025-07-28,2026-05-21,Chuteira Society Infantil adidas F50 Messi Club | Chuteira Society Adulto adidas F50 Messi Club | Chuteira De Futsal adidas F50 Messi Club Infantil | Chuteira de Campo Adulto Adidas F50 Messi Club,,,,
Adidas,Supernova Comfortglide,123,9,,2025-07-28,2026-05-21,Tênis adidas Supernova Comfortglide Masculino | Tênis adidas Supernova Comfortglide - Feminino | Tênis adidas Supernova Comfortglide - Masculino | Tênis Masculino Adidas Supernova Comfortglide,,,,
Adidas,Tensaur Run 3.0,123,5,,2025-07-28,2026-05-21,Tênis Infantil adidas Tensaur Run 3.0 | Tênis adidas Tensaur Run 3.0 Infantil - Infantil | Tênis Infantil Adidas Tensaur Run 3.0 | Tênis adidas Tensaur Run 3.0 Infantil,,,,
Adidas,Boost Run,120,7,,2025-09-04,2026-05-21,Tênis Feminino adidas Boost Run | Tênis Masculino adidas Boost Run | Tênis Masculino Boost Run adidas | Tênis adidas Boost Run Masculino,,,,
Adidas,Defiant Speed,117,13,2,2025-07-28,2026-05-21,Tênis adidas Defiant Speed 2 - Masculino | Tênis adidas Defiant Speed 2 - Feminino | Tênis Feminino adidas Defiant Speed 2 | Tênis adidas Masculino Defiant Speed 2 All Court,,,,
Adidas,Predator Essentials 26.5,114,9,,2026-01-22,2026-05-21,Chuteira de Campo Adulto adidas Predator Essentials 26.5 | Chuteira Society Infantil adidas Predator Essentials 26.5 | Chuteira Society Adulto Adidas Predator Essentials 26.5 | Chuteira de Campo Infantil adidas Predator Essentials 26.5,,,,
Adidas,Terrex Tracefinder,114,10,2,2025-07-28,2026-05-21,Tênis Masculino adidas Terrex Tracefinder 2 | Tênis Feminino adidas Terrex Tracefinder 2 | Tênis adidas Terrex Tracefinder 2 - Masculino | Tênis Masculino Adidas Terrex Tracefinder 2 CLIMAPROOF Trail Running,,,,
Adidas,Adizero Takumi Sen,113,12,"9,10,11",2025-07-28,2026-05-21,Tênis Masculino adidas Adizero Takumi Sen 11 | Tênis adidas Adizero Takumi Sen 10 Masculino | Tênis Feminino adidas Adizero Takumi SEN 11 | Tênis adidas Adizero Takumi SEN 11 Feminino,,,,
Adidas,F50 Elite,111,7,10,2025-07-28,2026-05-21,Chuteira de Campo adidas F50 Elite - Adulto | Chuteira de Campo Adulto adidas F50 Elite | Chuteira de Campo Adulto Adidas F50 Elite | Chuteira de Campo Adulto adidas F50 Elite 2010,,,,
Adidas,Ownthegame 3.0,110,6,,2025-07-28,2026-05-21,Tênis adidas Ownthegame 3.0 Masculino | Tênis Masculino adidas OwnTheGame 3.0 | Tênis Masculino adidas Ownthegame 3.0 | Tênis Infantil adidas OwntheGame 3.0,,,,
Adidas,Adilette Lumia,106,16,,2025-07-28,2026-05-21,Chinelo adidas Adilette Lumia - Unissex | Chinelo Adidas Unissex Adilette Lumia Unissex | Chinelo Slide adidas Adilette Lumia - Adulto | Chinelo adidas Adilette Lumia Unissex,,,,
Adidas,Adizero Ubersonic,105,11,5,2025-07-28,2026-05-21,Tênis adidas Adizero Ubersonic 5 Tennis - Masculino | Tênis adidas Adizero Ubersonic 5 M Cl - Masculino | Tênis adidas Adizero Ubersonic 5 Tennis - Masculin | Tênis Masculino adidas adizero Ubersonic 5,,,,
Adidas,F50 Messi League,105,5,,2025-07-28,2026-05-21,Chuteira Society Infantil adidas F50 Messi League | Chuteira de Campo Júnior adidas F50 Messi League | Chuteira de Campo Infantil adidas F50 Messi League | Chuteira Society Infantil Adidas F50 Messi League,,,,
Adidas,Responde Runner,105,1,2,2026-01-29,2026-05-21,Tênis Unissex adidas Responde Runner 2,,,,
Adidas,Shift Run,105,2,,2023-08-27,2026-05-21,Tênis adidas Shift Run - Unissex | Tênis adidas Shift Run - Feminino,,,,
Adidas,De F50 Club,103,10,,2025-07-28,2026-05-21,Chuteira de Society Infantil adidas F50 Club | Chuteira de Society adidas F50 Club - Adulto | Chuteira De Society adidas F50 Club Infantil | Chuteira de Society Masculina adidas F50 Club,,,,
Adidas,Grand Court Lo,103,5,,2025-07-28,2026-05-21,Tênis Feminino adidas Grand Court Lo | Tênis Grand Court Lo adidas Feminino | Tênis adidas Grand Court LO Feminino | Tênis adidas Grand Court Lo Feminino,,,,
Adidas,Litecourt,103,8,,2025-07-28,2026-05-21,Tênis adidas Litecourt - Feminino | Tênis adidas Litecourt - Masculino | Tênis adidas Litecourt - Unissex | Tênis adidas Litecourt Masculino,,,,
Adidas,Lightblaze Lp,102,4,,2025-07-28,2026-05-21,Tênis Feminino Adidas Lightblaze Lp | Tênis Feminino adidas Lightblaze LP | Tênis Masculino adidas Lightblaze LP | Tênis Feminino Adidas Lightblaze LP,,,,
Adidas,Ultrabounce,100,8,5,2023-08-24,2026-05-21,Tênis adidas Ultrabounce 5 - Masculino | Tênis adidas Ultrabounce - Feminino | Tênis adidas Ultrabounce 5 Running - Masculino | Tênis adidas Ultrabounce Masculino,,,,
Adidas,Terrex Anylander,98,7,,2025-07-28,2026-05-21,Tênis adidas Terrex Anylander Masculino | Tênis Masculino adidas Terrex Anylander | Tênis adidas Terrex Anylander - Masculino | Tênis Feminino adidas Terrex Anylander,,,,
Adidas,Predator Essentials,97,10,25,2025-07-28,2026-05-21,Chuteira de Campo Adulto adidas Predator Essentials | Chuteira Society Infantil adidas Predator Essentials 25 | Chuteira Society adidas Predator Essentials 25 | Chuteira De Campo Adulto adidas Predator Essentials 25,,,,
Adidas,Tensaur Sport Training Lace,91,1,,2025-07-28,2026-05-21,Tênis adidas Tensaur Sport Training Lace - Infantil,,,,
Adidas,Cloudfoam Comfy,90,3,,2025-07-28,2026-05-21,Tênis adidas Cloudfoam Comfy - Masculino | Tênis adidas Cloudfoam Comfy - Feminino | TÊNIS ADIDAS CLOUDFOAM COMFY - FEMININO,,,,
Adidas,Runfalcon 3.0,90,9,,2023-09-07,2026-05-21,Tênis adidas Runfalcon 3.0 - Masculino | Tênis adidas Runfalcon 3.0 - Feminino | Tênis adidas Runfalcon 3.0 Feminino | TÊNIS ADIDAS RUNFALCON 3.0 MASCULINO,,,,
Adidas,Astrastar,89,4,,2025-08-07,2026-05-21,Tênis Masculino Adidas Astrastar | Tênis Masculino adidas Astrastar | Tênis Feminino Adidas Astrastar | Tênis Feminino adidas Astrastar,,,,
