brand,franchise_label_auto,n_skus_franchise,n_gps_franchise,gens_detected,first_seen,last_seen,example_names,KEEP_MERGE_SPLIT,new_franchise_label,merge_with_franchise,note
Under Armour,Ignite Vi SE,56,5,,2025-07-28,2026-05-21,Chinelo Under Armour Ignite Vi Se - Unissex | Chinelo Under Armour Ignite VI SE Slide - Masculino | Chinelo Under Armour Ignite VI Se Slide Masculino | Chinelo Under Armour Ignite VI Se Slide Feminino,,,,
Under Armour,Sportstyle Charged Emerge,55,2,,2025-02-08,2026-05-22,Tênis Sportstyle Masculino Under Armour Charged Emerge | Tênis Sportstyle Under Armour Charged Emerge,,,,
Under Armour,Flash,54,3,,2025-08-20,2026-05-22,Tênis de Corrida Under Armour Flash Infantil | Tênis Under Armour Flash Infantil | Tênis de Corrida Under Armour Flash,,,,
Under Armour,Hovr Rise,54,14,"2,3,4",2023-05-31,2026-05-02,Tênis de Treino Masculino Under Armour HOVR Rise 4BLK | Tênis de Treino Feminino Under Armour HOVR Rise | Tênis Under Armour Hovr Rise 4 Blk - Masculino | Tênis de Treino Masculino Under Armour HOVR Rise 4-BLK,,,,
Under Armour,Sporstyle Mvmnt,54,2,,2025-07-04,2026-05-22,Tênis Sporstyle Under Armour MVMNT | Tênis Masculino Sporstyle Under Armour MVMNT,,,,
Under Armour,Hovr Way,53,3,,2024-04-12,2026-05-22,Tênis de Corrida Unissex Under Armour HOVR Way | Tênis de Corrida Feminino Under Armour HOVR Way | Tênis Under Armour Hovr Way - Feminino,,,,
Under Armour,Curry Hovr Splash,52,4,"2,3",2024-04-12,2026-05-22,Tênis de Basquete Masculino Under Armour Curry HOVR Splash 3 | Tênis de Basquete Unissex Under Armour Curry HOVR Splash 2 | Tênis Under Armour Curry Hovr Splash 2 - Unissex | Tênis de Basquete Masculino Under Armour Curry HOVR Splash,,,,
Under Armour,Ignite Vi SL,52,8,,2024-04-12,2026-05-22,Chinelo Unissex Under Armour Ignite VI SL | Chinelo Under Armour Ignite VI SL Slide - Unissex | Chinelo Under Armour Ignite VI SL - Masculino | Chinelo Under Armour Ignite VI SL Slide - Masculino,,,,
Under Armour,Bankshot SE Basquete,50,2,,2025-07-28,2026-05-21,Tênis Masculino Under Armour Bankshot SE Basquete | Tênis Under Armour Bankshot SE Basquete - Masculino,,,,
Under Armour,Futr X Elite,49,3,2,2025-06-06,2026-05-22,Tênis de Basquete Under Armour Futr x Elite 2 | Tênis de Basquete Masculino Under Armour Futr x Elite 2 | Tênis de Basquete Under Armour Futr X Elite,,,,
Under Armour,Sportstyle Project Rock,48,4,7,2025-06-04,2026-05-22,Tênis Sportstyle Under Armour Project Rock 7 Masculino | Tênis Sportstyle Under Armour Project Rock 7 Feminino | Tênis Masculino Sportstyle Under Armour Project Rock 7 | Tênis Feminino Sportstyle Under Armour Project Rock 7,,,,
Under Armour,De Trilha Defense Mid,47,2,,2024-08-01,2026-05-22,Tênis de Trilha Under Armour Defense Mid | Tênis de Trilha Under Armour Defense Mid,,,,
Under Armour,Flow Velociti Wind,46,6,2,2024-04-12,2026-05-22,Tênis de Corrida Masculino Under Armour Flow Velociti Wind 2 | Tênis de Corrida Feminino Under Armour Flow Velociti Wind 2 | Tênis de Corrida Masculino Under Armour Flow Velociti Wind | Tênis de Corrida Feminino Under Armour Flow Velociti Wind,,,,
Under Armour,Hovr Summit Ft Cuff,46,2,,2023-09-01,2026-05-07,Tênis Unissex Under Armour HOVR Summit FT Cuff | Tênis Under Armour Hovr Summit FT Cuff - Unissex,,,,
Under Armour,Magnetico Select 3.0,46,4,,2024-04-12,2026-05-22,Chuteira de Campo Masculina Under Armour Magnetico Select 3.0 | Chuteira de Campo Under Armour Magnetico Select 3.0 | Chuteira de Campo Masculino Under Armour Magnetico Select 3.0 | Chuteira de Campo Under Armour Magnetico Select 3.0 - Adulto,,,,
Under Armour,Sportstyle Charged Arise,45,2,,2025-01-30,2026-05-22,Tênis Sportstyle Under Armour Charged Arise | Tênis Sportstyle Under Armour Charged Arise - Masculino,,,,
Under Armour,De Trilha Defense Low,44,1,,2024-08-01,2026-05-22,Tênis de Trilha Under Armour Defense Low,,,,
Under Armour,Flow Dynamic,44,4,,2023-09-14,2024-10-28,Tênis de Treino Feminino Under Armour Flow Dynamic | Tênis de Treino Masculino Under Armour Flow Dynamic | Tênis Under Armour Flow Dynamic - Masculino | Tênis Under Armour Flow Dynamic - Feminino,,,,
Under Armour,Ignite,44,9,6,2023-09-27,2026-05-21,Chinelo Unissex Under Armour Ignite | Chinelo Under Armour Slide Ignite Feminino | Chinelo Slide Under Armour Ignite - Masculino | Chinelo Under Armour Ignite Slide Masculino,,,,
Under Armour,Hooper Basquete,42,3,,2025-07-31,2026-05-21,Tênis Masculino Under Armour Hooper Basquete | Tênis Under Armour Hooper Basquete - Masculino | Tênis Under Armour Hooper Basquete Masculino,,,,
Under Armour,Magnetico Elite,40,4,"4,5",2025-05-14,2026-05-22,Chuteira de Campo Masculina Under Armour Magnetico Elite 4 FG | Chuteira de Campo Masculina Under Armour Magnetico Elite 4 FG | Chuteira de Campo Under Armour Magnetico Elite 5 FG Mansory | Chuteira de Campo Adulto Under Armour Magnetico Elite 5,,,,
Under Armour,Quicker,39,6,2,2023-09-14,2026-05-21,Tênis Under Armour Quicker 2 All Masculino | Tênis Under Armour Quicker 2 - Feminino | Tênis Under Armour Quicker - Masculino | Tênis Under Armour Quicker - Feminino,,,,
Under Armour,Sportstyle Echo,39,2,,2025-12-02,2026-05-22,Tênis Sportstyle Under Armour Echo | Tênis Unissex Sportstyle Under Armour Echo,,,,
Under Armour,Magnetico Pro 3.0,37,2,,2024-05-23,2026-05-22,Chuteira de Campo Under Armour Magnetico Pro 3.0 | Chuteira de Campo Under Armour Magnetico Pro 3.0 - Adulto,,,,
Under Armour,Tribasse Cross SE,37,1,,2025-07-28,2026-05-21,Tênis Under Armour Tribasse Cross Se - Unissex,,,,
Under Armour,Hovr Velociti,36,5,"2,3",2023-09-21,2026-05-09,Tênis de Corrida Masculino Under Armour HOVR Velociti 3 | Tênis de Corrida Feminino Under Armour HOVR Velociti 3 | Tênis de Corrida Feminino Under Armour HOVR Velociti 2 | Tênis Under Armour HOVR Velociti 2 - Masculino,,,,
Under Armour,Sportstyle Slipspeed Mega,36,1,,2024-12-13,2026-05-22,Tênis Sportstyle Under Armour SlipSpeed Mega,,,,
Under Armour,Charged Advance,35,4,,2023-09-02,2024-12-19,Tênis de Corrida Unissex Under Armour Charged Advance | Tênis Masculino Under Armour Charged Advance | Tênis Under Armour Charged Advance - Feminino | Tênis de Corrida Feminino Under Armour Charged Advance,,,,
Under Armour,Charged Prorun SE,35,1,,2024-04-12,2025-09-03,Tênis de Corrida Masculino Under Armour Charged Prorun SE,,,,
Under Armour,Court,35,5,96,2025-04-25,2026-05-22,Tênis Under Armour Court 96 - Feminino | Tênis Masculino Under Armour Court 96 Suede | Tênis Masculino Under Armour Court 96 Suede | Tênis Masculino Under Armour Court 96,,,,
Under Armour,Tribase Cross Ii,35,6,,2025-07-28,2025-12-25,Tênis Feminino Under Armour Tribase Cross II | Tênis Under Armour Tribase Cross II - Feminino | Tênis Under Armour Tribase Cross II - Feminino | Tênis Under Armour Tribase Cross II Unissex,,,,
Under Armour,Ua Charged Wing,34,1,2,2025-07-28,2026-03-12,Tênis Feminino Under Armour Ua Charged Wing 2,,,,
Under Armour,Chnonstop,33,1,,2026-04-16,2026-05-21,Tênis Unissex Under Armour Chnonstop,,,,
Under Armour,Hovr Apex,33,8,"2,3",2024-04-12,2025-12-15,Tênis de Treino Masculino Under Armour HOVR Apex 2 | Tênis de Treino Masculino Under Armour HOVR Apex 3 | Tênis de Treino Feminino Under Armour HOVR Apex | Tênis de Treino Masculino Under Armour Hovr Apex 3,,,,
Under Armour,Skyline,33,5,"3,4,5",2023-09-01,2026-05-21,Tênis Masculino Under Armour Skyline 4 | Tênis Under Armour Skyline 3 - Feminino | Tênis Under Armour Skyline 3 Se - Masculino | Tênis Masculino Under Armour Skyline 5,,,,
Under Armour,Ansa Graphic,32,2,,2024-04-12,2025-10-23,Chinelo Unissex Under Armour Ansa Graphic | Chinelo Slide Under Armour Ansa Graphic Masculino,,,,
Under Armour,Essential,32,3,2,2023-09-06,2026-01-29,Tênis Under Armour Essential 2 - Feminino | Tênis Under Armour Essential 2 + Meias - Masculino | Tênis Under Armour Essential 2 - Masculino,,,,
Under Armour,Charged Levity,31,1,,2024-04-12,2025-10-20,Tênis de Corrida Unissex Under Armour Charged Levity,,,,
Under Armour,Charged Prompt,31,4,,2023-08-31,2025-06-04,Tênis de Corrida Feminino Under Armour Charged Prompt | Tênis de Corrida Unissex Under Armour Charged Prompt | Tênis de Corrida Masculino Under Armour Charged Prompt | Tênis Under Armour Charged Prompt - Feminino,,,,
Under Armour,Charged Prorun,31,2,,2023-08-29,2025-06-02,Tênis de Corrida Unissex Under Armour Charged Prorun | Tênis Under Armour Charged ProRun - Feminino,,,,
Under Armour,De Futebol Shadow Select,31,3,3,2026-03-11,2026-05-22,Chuteira de Futebol Under Armour Shadow Select 3 | Chuteira de Futebol Adulto Under Armour Shadow Select 3 | Chuteira de Futebol Under Armour Shadow Select Infantil,,,,
Under Armour,Tribase Cross Ii SE,31,5,,2026-02-19,2026-05-21,Tênis Under Armour Tribase Cross II SE - Masculino | Tênis Under Armour Tribase Cross II SE  - Masculino | Tênis Tribase Cross II SE Under Armour Masculino | Tênis Feminino Under Armour Tribase Cross II SE,,,,
Under Armour,Court Anatomix,30,3,,2025-04-25,2026-05-22,Tênis Under Armour Court Anatomix | Tênis Feminino Under Armour Court Anatomix | Tênis Unissex Under Armour Court Anatomix,,,,
Under Armour,Tribase Cross Quiron,30,3,,2024-04-23,2025-11-26,Tênis de Treino Unissex Under Armour Tribase Cross Quiron | Tênis Under Armour Tribase Cross Quiron- Unissex | Tênis Under Armour Tribase Cross Quiron - Unissex,,,,
Under Armour,Charged Bandit,29,7,"3,4,6",2023-09-23,2026-05-02,Tênis Under Armour Charged Bandit 6 - Masculino | Tênis de Corrida Unissex Under Armour Charged Bandit 6 | Tênis de Corrida Feminino Under Armour Charged Bandit 6 | Tênis de Corrida Feminino Under Armour Charged Bandit 3 Ombre,,,,
Under Armour,Charged Stamina,29,4,,2024-04-12,2025-11-26,Tênis de Corrida Masculino Under Armour Charged Stamina | Tênis de Corrida Feminino Under Armour Charged Stamina | Tênis de Corrida Unissex Under Armour Charged Stamina | Tênis Under Armour Charged Stamina - Feminino,,,,
Under Armour,De Baseibol Leadoff,29,2,,2025-10-29,2026-05-22,Tênis de Baseibol Under Armour Leadoff Infantil | Tênis de Baseibol Infantil Under Armour Leadoff,,,,
Under Armour,Ansa Fix,28,5,,2023-09-07,2024-10-27,Chinelo Unissex Under Armour Ansa Fix | Chinelo Slide Under Armour Ansa Fix - Masculino | Chinelo Slide Under Armour Ansa Fix - Adulto | Chinelo Feminino Under Armour Ansa FIX,,,,
Under Armour,Hovr Infinite Summit,28,1,2,2024-04-12,2025-06-13,Tênis Casual Unissex Under Armour HOVR Infinite Summit 2,,,,
Under Armour,Magnetico Select,28,3,"4,5",2024-11-22,2026-05-22,Chuteira de Campo Masculina Under Armour Magnetico Select 4 FG | Chuteira de Campo Adulto Under Armour Magnetico Select 5 | Chuteira de Campo Masculina Under Armour Magnetico Select 5,,,,
Under Armour,Velociti Distance,28,3,,2026-03-26,2026-05-22,Tênis de Corrida Under Armour Velociti Distance | Tênis de Corrida Masculino Under Armour Velociti Distance | Tênis de Corrida Unissex Under Armour Velociti Distance,,,,
Under Armour,Bgs Surge,27,3,"3,4",2024-04-12,2026-05-22,Tênis Under Armour BGS Surge 4 Infantil | Tênis Infantil Under Armour BGS Surge 4 | Tênis Infantil Under Armour BGS Surge 3,,,,
Under Armour,Inifinite Elite,27,5,,2024-06-06,2026-05-15,Tênis de Treino Masculino Under Armour Inifinite Elite | Tênis de Corrida Feminino Under Armour Inifinite Elite | Tênis de Treino Feminino Under Armour Inifinite Elite | Tênis de Treino Under Armour Inifinite Elite - Feminino,,,,
Under Armour,Synergy,27,1,,2024-04-12,2025-11-28,Tênis de Corrida Unissex Under Armour Synergy,,,,
Under Armour,Hovr Overlap,26,2,,2024-04-12,2026-05-21,Tênis de Corrida Unissex Under Armour HOVR Overlap | Tênis Feminino Under Armour Hovr Overlap,,,,
Under Armour,Sportstyle Court,26,2,96,2024-11-15,2026-05-22,Tênis Sportstyle Masculino Under Armour Court 96 | Tênis Sportstyle Feminino Under Armour Court 96,,,,
Under Armour,Sportstyle Forge,26,1,96,2024-11-15,2026-05-22,Tênis Sportstyle Under Armour Forge 96,,,,
Under Armour,De Futebol Magnetico Select,25,2,"4,5",2025-07-28,2026-05-22,Chuteira de Futebol Under Armour Magnetico Select 5 | Chuteira de Futebol de Campo Under Armour Magnetico Select 4 Fg - Adulto,,,,
Under Armour,Halo Racer,25,4,,2026-01-21,2026-05-22,Tênis de Corrida Under Armour Halo Racer Feminino | Tênis de Corrida Under Armour Halo Racer Masculino | Tênis Feminino Under Armour Halo Racer | Tênis Masculino Under Armour Halo Racer,,,,
Under Armour,Anatomix Suede,24,1,,2025-07-28,2026-05-21,Tênis Unissex Under Armour Anatomix Suede,,,,
Under Armour,Charged Brezzy,24,2,,2024-05-24,2025-06-07,Tênis de Corrida Unissex Under Armour Charged Brezzy | Tênis de Corrida Feminino Under Armour Charged Brezzy,,,,
Under Armour,De Beisebol Leadoff,24,2,,2026-03-11,2026-05-22,Tênis de Beisebol Under Armour Leadoff | Tênis de Beisebol Masculino Under Armour Leadoff,,,,
Under Armour,De Futebol Magnético Select 4.0,24,2,,2024-11-22,2026-05-22,Chuteira de Futebol Under Armour Magnético Select 4.0 | Chuteira de Futebol de Campo Under Armour Magnético Select 4.0 - Adulto,,,,
Under Armour,Halo Runner,24,4,,2026-01-21,2026-05-22,Tênis de Corrida Under Armour Halo Runner Feminino | Tênis Feminino Under Armour Halo Runner | Tênis de Corrida Under Armour Halo Runner Masculino | Tênis Masculino Under Armour Halo Runner,,,,
Under Armour,Hovr Summit,24,6,2,2023-08-31,2025-11-30,Tênis de Corrida Unissex Under Armour HOVR Summit 2 | Tênis Under Armour HOVR Summit 2 - Masculino | Tênis de Treino Masculino Under Armour HOVR Summit | Tênis de Corrida Under Armour HOVR Summit 2,,,,
Under Armour,Sportstyle Anatomix Suede,24,1,,2025-04-25,2026-05-22,Tênis Sportstyle Under Armour Anatomix Suede,,,,
Under Armour,Charged Fleet,23,3,,2024-04-12,2026-02-26,Tênis de Corrida Unissex Under Armour Charged Fleet | Tênis de Corrida Feminino Under Armour Charged Fleet | Tênis Under Armour Charged Fleet - Adulto,,,,
Under Armour,Hooper +,23,1,1,2025-11-06,2026-05-07,Tênis Masculino Under Armour Hooper + 1 Par de Meia,,,,
Under Armour,Infinite Pro Eis,23,4,,2024-07-16,2026-05-22,Tênis de Corrida Masculino Under Armour Infinite Pro Eis | Tênis de Corrida Feminino Under Armour Infinite Pro Eis | Tênis Under Armour Infinite Pro Eis - Masculino | Tênis Under Armour Infinite Pro Eis - Feminino,,,,
Under Armour,Slipspeed Mega,23,1,,2025-07-28,2026-05-21,Tênis Under Armour SlipSpeed Mega - Unissex,,,,
Under Armour,Sportstyle Sola,23,2,,2025-09-11,2026-05-22,Tênis Sportstyle Under Armour Sola | Tênis Sportstyle Under Armour Sola Unissex,,,,
Under Armour,Charged Hiit SE,22,2,,2024-07-12,2026-05-21,Tênis de Corrida Under Armour Masculino Charged Hiit SE | Tênis Under Armour Charged Hiit Se - Masculino,,,,
Under Armour,Charged Hit SE Corrida,22,1,,2025-07-28,2026-05-21,Tênis Under Armour Charged Hit SE Corrida - Unissex,,,,
Under Armour,Charged Prompt SE,22,2,,2024-05-24,2025-06-11,Tênis de Corrida Unissex Under Armour Charged Prompt SE | Tênis de Corrida Feminino Under Armour Charged Prompt SE,,,,
Under Armour,Drive Pro,22,4,,2025-09-04,2026-05-22,Tênis Under Armour Drive Pro Masculino | Tênis Masculino Under Armour Drive Pro | Tênis Under Armour Drive Pro Masculino | Tênis Under Armour Drive Pro - Masculino,,,,
Under Armour,Flow Velociti Elite,22,2,,2024-04-12,2026-05-22,Tênis de Corrida Unissex Under Armour Flow Velociti Elite | Tênis Under Armour Flow Velociti Elite - Unissex,,,,
Under Armour,Forge,21,2,96,2025-07-28,2026-05-21,Tênis Under Armour Forge 96 - Unissex | Tênis Unissex Under Armour Forge 96,,,,
Under Armour,Lockdown,21,3,"5,7",2024-10-27,2026-05-22,Tênis de Basquete Under Armour Lockdown 7 | Tênis de Basquete Under Armour Lockdown 7 Unissex | Tênis de Basquete Unissex Under Armour Lockdown 5,,,,
Under Armour,Tenis Charged Skyline,21,1,4,2026-01-08,2026-05-21,Tenis Under Armour Charged Skyline 4 - Masculino,,,,
Under Armour,Ch.slight,20,2,"2,3",2025-07-28,2026-05-21,Tênis Under Armour CH.Slight 3 Masculino | Tênis Under Armour Ch.Slight 2 - Masculino,,,,
Under Armour,Charged Quicke,20,2,,2025-07-28,2026-05-21,TÊNIS UNDER ARMOUR CHARGED QUICKE - MASCULINO | Tênis Under Armour Charged Quicke - Masculino,,,,
Under Armour,De Futebol Magnetico Elite,20,2,5,2026-03-03,2026-05-22,Chuteira de Futebol Under Armour Magnetico Elite 5 Masculino | Chuteira de Futebol Under Armour Magnetico Elite 5,,,,
Under Armour,Tenis,20,2,"193,6006988",2025-07-28,2025-12-11,Tenis Masculino Under Armour 193 Charged Slight 3 | Tenis Feminino Under Armour 6006988w Charged Wing 2,,,,
Under Armour,Tenis Charged Slight,20,3,"2,3",2023-09-14,2026-01-22,Tenis Masculino Under Armour Charged Slight 3 Corrida | Tenis Under Armour Charged Slight 3 - Masculino | Tenis Under Armour Charged Slight 2 - Feminino,,,,
Under Armour,Charged Pacer,19,3,,2024-04-12,2026-04-23,Tênis de Corrida Masculino Under Armour Charged Pacer | Tênis de Corrida Feminino Under Armour Charged Pacer | Tênis Feminino Under Armour Charged Pacer,,,,
Under Armour,Charged Starlight SE Corrida,19,2,,2025-07-28,2026-05-21,Tênis Under Armour Charged Starlight SE Corrida - Unissex | Tênis Under Armour Charged Starlight SE Corrida - Feminino,,,,
Under Armour,De Futebol Magnético Select 2.0,19,1,,2024-04-12,2025-08-14,Chuteira de Futebol Masculina Under Armour Magnético Select 2.0,,,,
Under Armour,Hovr Guardian,19,3,2,2024-04-12,2026-05-22,Tênis de Corrida Feminino Under Armour HOVR Guardian | Tênis de Corrida Masculino Under Armour HOVR Guardian 2 | Tênis Under Armour HOVR Guardian 2 - Masculino,,,,
Under Armour,Velociti Speed,19,3,,2026-03-26,2026-05-22,Tênis Unissex Under Armour Velociti Speed | Tênis de Corrida Under Armour Velociti Speed | Tênis de Corrida Masculino Under Armour Velociti Speed,,,,
Under Armour,Ch.hit SE,18,1,,2025-07-28,2026-05-14,Tênis Under Armour CH.Hit Se Masculino,,,,
Under Armour,De Golf Drive Pro,18,2,,2025-08-20,2026-05-22,Tênis de Golf Under Armour Drive Pro Masculino | Tênis de Golf Under Armour Drive Pro Masculino,,,,
Under Armour,Infinite Pro Anywhere,18,3,,2024-12-21,2026-05-22,Tênis de Corrida Masculino Under Armour Infinite Pro Anywhere | Tênis de Corrida Feminino Under Armour Infinite Pro Anywhere | Tênis Under Armour Infinite Pro Anywhere - Feminino,,,,
Under Armour,Tenis Chsunny,18,2,,2026-04-23,2026-05-21,Tenis Under Armour Chsunny - Masculino | Tenis Under Armour Chsunny - Feminino,,,,
Under Armour,Hovr Summit Fat Tire Cuff,17,1,,2024-04-12,2025-06-07,Tênis Under Armour HOVR Summit Fat Tire Cuff,,,,
Under Armour,Under Armor Hovr Velociti,17,1,3,2024-04-12,2024-11-11,Tênis de Corrida Feminino Under Armor HOVR Velociti 3,,,,
Under Armour,Charged Skiline,16,1,5,2026-04-09,2026-05-21,Tênis Masculino Charged Skiline 5 Under Armour,,,,
Under Armour,Curry Fox,16,2,1,2025-08-02,2026-05-22,Tênis de Basquete Under Armour Curry Fox 1 Gamer | Tênis Masculino Under Armour Curry Fox 1 Gamer,,,,
Under Armour,Curry Fox Banzitos,16,2,,2025-08-02,2026-05-22,Tênis de Basquete Under Armour Curry Fox Banzitos | Tênis de Basquete Unissex Under Armour Curry Fox Banzitos,,,,
Under Armour,De Futebol Americano Spotlight Fran 3.0,16,1,,2024-04-12,2025-08-04,Chuteira de Futebol Americano Masculina Under Armour Spotlight Fran 3.0,,,,
Under Armour,De Futebol Select,16,2,5,2026-02-28,2026-05-22,Chuteira de Futebol Under Armour Select 5 | Chuteira de Futebol Unissex Under Armour Select 5,,,,
Under Armour,De Futebol Spotlight Hammer,16,2,,2025-09-11,2026-05-22,Chuteira de Futebol Under Armour Spotlight Hammer Masculina | Chuteira de Futebol Under Armour Spotlight Hammer Masculina,,,,
Under Armour,De Golfe Drive Pro,16,2,,2024-11-08,2025-12-12,Tênis de Golfe Masculino Under Armour Drive Pro | Tênis de Golfe Under Armour Drive Pro - Masculino,,,,
Under Armour,Flow Velociti,16,3,,2024-04-12,2025-01-10,Tênis de Corrida Unissex Under Armour Flow Velociti | Tênis de Corrida Feminino Under Armour Flow Velociti | Chinelo Unissex Under Armour Flow Velociti,,,,
Under Armour,Project Rock Veterans Day,16,2,,2025-12-17,2026-05-22,Tênis de Treino Under Armour Project Rock Veterans Day | Tênis de Treino Unissex Under Armour Project Rock Veterans Day,,,,
Under Armour,Veolociti Elite,16,2,,2024-07-16,2026-05-21,Tênis de Corrida Under Armour Veolociti Elite | Tênis Under Armour Veolociti Elite - Unissex,,,,
Under Armour,Charged Great + Meia,15,1,,2025-08-14,2026-02-12,Tênis Under Armour Charged Great + Meia - Unissex,,,,
Under Armour,Charged Pulse,15,2,,2024-04-12,2026-05-02,Tênis de Corrida Unissex Under Armour Charged Pulse | Tênis de Corrida Feminino Under Armour Charged Pulse,,,,
Under Armour,Charged Pulse SE,15,2,,2024-04-12,2025-07-05,Tênis de Corrida Unissex Under Armour Charged Pulse SE | Tênis de Corrida Feminino Under Armour Charged Pulse SE,,,,
Under Armour,Project Rock Recruit,15,2,,2023-08-29,2024-11-23,Tênis Under Armour Project Rock Recruit - Adulto | Tênis de Treino Under Armour Project Rock Recruit,,,,
Under Armour,Sporstyle Echo X Mansory,15,1,,2026-02-25,2026-05-22,Tênis Sporstyle Under Armour Echo x Mansory,,,,
Under Armour,Tenis Charged Wing,15,2,2,2025-07-28,2026-05-21,Tenis Feminino Under Armour Charged Wing 2 | TENIS MASCULINO UNDER ARMOUR CHARGED WING 2,,,,
Under Armour,Ch. Great,14,1,,2025-07-28,2026-03-05,Tênis Under Armour Ch. Great Masculino,,,,
Under Armour,De Futebol Highlight Fran Rm 2.0,14,2,,2025-09-11,2026-05-22,Chuteira de Futebol Under Armour Highlight Fran RM 2.0 Masculina | Chuteira de Futebol Under Armour Highlight Fran RM 2.0 Masculina,,,,
Under Armour,Tribase Vital,14,1,,2024-06-14,2025-06-25,Tênis de Treino Masculino Under Armour TriBase Vital,,,,
Under Armour,Ch.wing SE,13,1,,2025-07-28,2026-04-16,Tênis Under Armour Ch.Wing SE Masculino,,,,
Under Armour,Charged Envolve,13,5,2,2024-04-12,2025-11-28,Tênis de Corrida Feminino Under Armour Charged Envolve | Tênis Casual Feminino Under Armour Charged Envolve 2 | Tênis de Corrida Unissex Under Armour Charged Envolve | Tênis de Corrida Unissex Under Armour Charged Envolve 2,,,,
Under Armour,Charged Mind,13,3,,2024-04-12,2025-11-11,Tênis de Corrida Masculino Under Armour Charged Mind | Tênis de Treino Feminino Under Armour Charged Mind | Tênis de Corrida Feminino Under Armour Charged Mind,,,,
Under Armour,Clone Magnetic Premier 2.0,13,1,,2024-04-12,2024-10-27,Chuteira de Campo Masculina Under Armour Clone Magnetic Premier 2.0,,,,
Under Armour,Hovr Omnia,13,2,,2024-05-08,2025-05-23,Tênis de Treino Feminino Under Armour HOVR Omnia | Tênis de Treino Feminino Under Armour Hovr Omnia,,,,
Under Armour,Sportstyle Forge RC,13,1,,2024-04-12,2026-05-22,Tênis Sportstyle Masculino Under Armour Forge RC,,,,
Under Armour,Threadborne Slingwrap,13,2,,2023-05-31,2025-12-01,Tênis de Corrida Feminino Under Armour Threadborne Slingwrap | Tênis Under Armour Threadborne Slingwrap - Feminino,,,,
Under Armour,Tribase Cross Quíron,13,1,,2024-05-21,2025-11-25,Tênis de Treino Unissex Under Armour Tribase Cross Quíron,,,,
Under Armour,Assert,12,3,"8,10",2024-10-27,2026-05-22,Tênis de Corrida Under Armour Assert 10 AC Infantil | Tênis Under Armour Assert 10 AC  Infantil | Tênis de Corrida Infantil Under Armour Assert 8 UFM AC,,,,
Under Armour,Curry Saturn,12,1,,2025-10-22,2026-05-22,Tênis de Basquete Under Armour Curry Saturn,,,,
Under Armour,Curry Series,12,2,7,2025-11-04,2026-05-22,Tênis de Basquete Under Armour Curry Series 7 | Tênis de Basquete Unissex Under Armour Curry Series 7,,,,
Under Armour,De Futebol Shadow Elite Mansory,12,1,,2026-02-25,2026-05-22,Chuteira de Futebol Under Armour Shadow Elite Mansory,,,,
Under Armour,Flow Velociti SE,12,3,,2024-04-12,2026-05-22,Tênis de Corrida Masculino Under Armour FLow Velociti SE | Tênis de Corrida Feminino Under Armour FLow Velociti SE | Tênis Under Armour FLow Velociti SE - Masculino,,,,
Under Armour,Infinite Pro We Run,12,2,,2024-06-29,2026-05-22,Tênis de Corrida Masculino Under Armour Infinite Pro We Run | Tênis de Corrida Under Armour Infinite Pro We Run - Masculino,,,,
Under Armour,Charged Quest,11,1,,2024-07-04,2025-05-30,Tênis de Corrida Unissex Under Armour Charged Quest,,,,
Under Armour,Curry Spawn Flotro,11,1,,2025-04-17,2026-05-22,Tênis de Basquete Under Armour Curry Spawn Flotro,,,,
Under Armour,De Futebol Magnetico Pro,11,1,5,2026-03-03,2026-05-22,Chuteira de futebol Under Armour Magnetico Pro 5,,,,
Under Armour,Flow Synchronicity,11,1,,2024-04-12,2024-11-07,Tênis de Corrida Feminino Under Armour FLow Synchronicity,,,,
Under Armour,Ignite Vi,11,4,,2023-10-02,2026-05-21,Chinelo Under Armour Ignite Vi Slide - Masculino | Chinelo Under Armour Ignite VI Slide - Unissex | Chinelo Under Armour Ignite Vi Slide - Unissex | Chinelo Slide Under Armour Ignite Vi - Masculino,,,,
Under Armour,Mvmnt,11,1,,2025-07-31,2026-05-21,Tênis Masculino Under Armour MVMNT,,,,
Under Armour,Shadow Elite Mansory,11,1,,2026-03-05,2026-05-21,Chuteira de Campo Unissex Under Armour Shadow Elite Mansory,,,,
Under Armour,Velociti Pace,11,2,,2026-03-26,2026-05-22,Tênis de Corrida Under Armour Velociti Pace | Tênis de Corrida Masculino Under Armour Velociti Pace,,,,
Under Armour,Atlantic Dune T,10,1,,2024-04-12,2026-05-15,Chinelo Feminino Under Armour Atlantic Dune T,,,,
Under Armour,Charged Bright,10,3,,2024-05-30,2024-10-29,Tênis de Corrida Masculino Under Armour Charged Bright | Tênis de Corrida Feminino Under Armour Charged Bright | Tênis de Corrida Unissex Under Armour Charged Bright,,,,
Under Armour,Charged Celerity,10,1,,2024-08-28,2025-11-25,Tênis de Corrida Unissex Under Armour Charged Celerity,,,,
Under Armour,Charged Cruize,10,2,,2024-05-22,2025-04-25,Tênis de Corrida Feminino Under Armour Charged Cruize | Tênis de Corrida Masculino Under Armour Charged Cruize,,,,
Under Armour,Flow Futr X Elite Lux,10,1,,2025-05-17,2026-05-22,Tênis de Basquete Under Armour Flow FUTR x Elite LUX,,,,
Under Armour,Flow Futr X3,10,1,,2024-04-12,2024-12-14,Tênis de Basquete Unissex Under Armour Flow Futr X3,,,,
